candidate id,candidate name,father,group,other,test id,test,sub_verbalability,sub_currentaffairs,sub_generalscience,sub_numericalability,sub_socialscience,total,test rank,group rank,percentage
1802510,,,,,118,PBU Final Exam,26,0,1,0,5,32,126,0,10
1802511,,,,,118,PBU Final Exam,25,0,10,5,5,45,113,0,14.062
1802512,,,,,118,PBU Final Exam,15,15,15,10,0,55,105,0,17.188
1802514,,,,,118,PBU Final Exam,10,6,5,5,5,31,127,0,9.688
1802516,,,,,118,PBU Final Exam,30,36,26,21,10,123,41,0,38.438
1802517,,,,,118,PBU Final Exam,25,15,20,-5,5,60,100,0,18.75
1802518,,,,,118,PBU Final Exam,20,15,20,5,-10,50,110,0,15.625
1802519,,,,,118,PBU Final Exam,17,15,27,25,11,95,66,0,29.688
1802520,,,,,118,PBU Final Exam,30,5,15,10,5,65,95,0,20.312
1802521,,,,,118,PBU Final Exam,25,20,11,5,10,71,89,0,22.188
1802522,,,,,118,PBU Final Exam,20,10,30,10,15,85,76,0,26.562
1802524,,,,,118,PBU Final Exam,1,25,15,15,10,66,94,0,20.625
1802525,,,,,118,PBU Final Exam,15,10,-5,-5,10,25,133,0,7.812
1802526,,,,,118,PBU Final Exam,-10,-5,5,15,15,20,137,0,6.25
1802527,,,,,118,PBU Final Exam,20,10,-5,30,6,61,99,0,19.062
1802528,,,,,118,PBU Final Exam,25,15,40,10,0,90,71,0,28.125
1802529,,,,,118,PBU Final Exam,5,15,0,-10,15,25,133,0,7.812
1802530,,,,,118,PBU Final Exam,5,10,5,10,0,30,128,0,9.375
1802531,,,,,118,PBU Final Exam,30,20,20,10,5,85,76,0,26.562
1802533,,,,,118,PBU Final Exam,40,10,20,15,10,95,66,0,29.688
1802534,,,,,118,PBU Final Exam,25,15,15,0,5,60,100,0,18.75
1802535,,,,,118,PBU Final Exam,25,5,15,5,5,55,105,0,17.188
1802539,,,,,118,PBU Final Exam,20,20,20,-15,10,55,105,0,17.188
1802540,,,,,118,PBU Final Exam,10,10,10,10,11,51,109,0,15.938
1802541,,,,,118,PBU Final Exam,21,25,15,8,-8,61,99,0,19.062
1802542,,,,,118,PBU Final Exam,20,30,35,25,5,115,48,0,35.938
1802544,,,,,118,PBU Final Exam,30,40,40,40,-5,145,24,0,45.312
1802545,,,,,118,PBU Final Exam,5,5,25,4,16,55,105,0,17.188
1802546,,,,,118,PBU Final Exam,40,5,15,-5,0,55,105,0,17.188
1802547,,,,,118,PBU Final Exam,15,20,50,25,15,125,39,0,39.062
1802548,,,,,118,PBU Final Exam,35,5,30,25,10,105,57,0,32.812
1802549,,,,,118,PBU Final Exam,10,15,15,10,25,75,85,0,23.438
1802551,,,,,118,PBU Final Exam,32,35,30,24,12,133,32,0,41.562
1802553,,,,,118,PBU Final Exam,40,10,15,10,0,75,85,0,23.438
1802554,,,,,118,PBU Final Exam,25,-10,-5,5,10,25,133,0,7.812
1802555,,,,,118,PBU Final Exam,20,10,10,-5,1,36,122,0,11.25
1802556,,,,,118,PBU Final Exam,11,20,50,11,12,104,58,0,32.5
1802558,,,,,118,PBU Final Exam,24,-4,1,1,-3,19,138,0,5.938
1802559,,,,,118,PBU Final Exam,24,2,21,16,10,73,87,0,22.812
1802560,,,,,118,PBU Final Exam,15,20,35,-5,5,70,90,0,21.875
1802561,,,,,118,PBU Final Exam,20,20,15,5,20,80,81,0,25
1802562,,,,,118,PBU Final Exam,30,20,10,10,5,75,85,0,23.438
1802563,,,,,118,PBU Final Exam,35,15,25,10,10,95,66,0,29.688
1802565,,,,,118,PBU Final Exam,11,8,0,3,-5,17,140,0,5.312
1802566,,,,,118,PBU Final Exam,30,20,30,25,0,105,57,0,32.812
1802567,,,,,118,PBU Final Exam,34,6,-2,9,10,57,103,0,17.812
1802568,,,,,118,PBU Final Exam,20,15,6,-5,10,46,112,0,14.375
1802569,,,,,118,PBU Final Exam,10,-10,10,5,5,20,137,0,6.25
1802570,,,,,118,PBU Final Exam,10,18,13,-1,5,45,113,0,14.062
1802571,,,,,118,PBU Final Exam,20,11,7,11,11,60,100,0,18.75
1802572,,,,,118,PBU Final Exam,40,26,22,31,0,119,45,0,37.188
1802574,,,,,118,PBU Final Exam,25,20,20,15,-5,75,85,0,23.438
1802575,,,,,118,PBU Final Exam,10,-4,15,-10,0,11,145,0,3.438
1802576,,,,,118,PBU Final Exam,40,34,43,35,7,159,16,0,49.688
1802577,,,,,118,PBU Final Exam,15,20,25,-5,0,55,105,0,17.188
1802579,,,,,118,PBU Final Exam,25,5,15,5,-5,45,113,0,14.062
1802581,,,,,118,PBU Final Exam,5,15,0,5,10,35,123,0,10.938
1802582,,,,,118,PBU Final Exam,20,20,-5,11,5,51,109,0,15.938
1802583,,,,,118,PBU Final Exam,35,15,5,-5,15,65,95,0,20.312
1802584,,,,,118,PBU Final Exam,25,5,45,25,0,100,62,0,31.25
1802585,,,,,118,PBU Final Exam,30,35,35,32,12,144,25,0,45
1802586,,,,,118,PBU Final Exam,10,5,-5,5,0,15,142,0,4.688
1802587,,,,,118,PBU Final Exam,20,5,15,10,25,75,85,0,23.438
1802589,,,,,118,PBU Final Exam,30,36,26,21,10,123,41,0,38.438
1802590,,,,,118,PBU Final Exam,40,20,20,10,5,95,66,0,29.688
1802591,,,,,118,PBU Final Exam,30,8,14,0,3,55,105,0,17.188
1802592,,,,,118,PBU Final Exam,40,20,25,10,5,100,62,0,31.25
1802593,,,,,118,PBU Final Exam,20,15,15,11,20,81,80,0,25.312
1802594,,,,,118,PBU Final Exam,27,9,30,-2,9,73,87,0,22.812
1802595,,,,,118,PBU Final Exam,25,20,16,9,1,71,89,0,22.188
1802596,,,,,118,PBU Final Exam,40,25,10,11,15,101,61,0,31.562
1802597,,,,,118,PBU Final Exam,45,30,35,30,0,140,27,0,43.75
1802598,,,,,118,PBU Final Exam,10,20,15,15,15,75,85,0,23.438
1802599,,,,,118,PBU Final Exam,10,10,5,5,-5,25,133,0,7.812
1802600,,,,,118,PBU Final Exam,35,10,10,6,0,61,99,0,19.062
1802601,,,,,118,PBU Final Exam,35,20,25,25,15,120,44,0,37.5
1802602,,,,,118,PBU Final Exam,10,10,15,0,5,40,118,0,12.5
1802603,,,,,118,PBU Final Exam,5,20,5,0,0,30,128,0,9.375
1802604,,,,,118,PBU Final Exam,30,10,15,25,10,90,71,0,28.125
1802605,,,,,118,PBU Final Exam,10,10,6,0,10,36,122,0,11.25
1802606,,,,,118,PBU Final Exam,26,39,30,21,10,126,38,0,39.375
1802607,,,,,118,PBU Final Exam,2,-4,18,5,0,21,136,0,6.562
1802608,,,,,118,PBU Final Exam,25,26,22,30,0,103,59,0,32.188
1802609,,,,,118,PBU Final Exam,-5,-5,-5,15,5,5,150,0,1.562
1802610,,,,,118,PBU Final Exam,15,30,30,35,-5,105,57,0,32.812
1802611,,,,,118,PBU Final Exam,25,46,35,36,0,142,26,0,44.375
1802612,,,,,118,PBU Final Exam,10,10,-2,-5,5,18,139,0,5.625
1802613,,,,,118,PBU Final Exam,25,22,19,8,18,92,69,0,28.75
1802614,,,,,118,PBU Final Exam,10,10,6,0,7,33,125,0,10.312
1802615,,,,,118,PBU Final Exam,30,50,30,40,0,150,21,0,46.875
1802616,,,,,118,PBU Final Exam,5,10,0,15,-5,25,133,0,7.812
1802617,,,,,118,PBU Final Exam,30,30,30,21,10,121,43,0,37.812
1802619,,,,,118,PBU Final Exam,20,41,40,18,5,124,40,0,38.75
1802620,,,,,118,PBU Final Exam,15,25,5,0,5,50,110,0,15.625
1802621,,,,,118,PBU Final Exam,24,11,7,11,1,54,106,0,16.875
1802622,,,,,118,PBU Final Exam,25,20,10,0,10,65,95,0,20.312
1802623,,,,,118,PBU Final Exam,31,2,25,15,6,79,82,0,24.688
1802624,,,,,118,PBU Final Exam,30,0,5,5,0,40,118,0,12.5
1802625,,,,,118,PBU Final Exam,25,32,31,24,16,128,36,0,40
1802626,,,,,118,PBU Final Exam,5,15,0,10,10,40,118,0,12.5
1802627,,,,,118,PBU Final Exam,20,40,26,20,12,118,46,0,36.875
1802628,,,,,118,PBU Final Exam,15,10,25,20,0,70,90,0,21.875
1802629,,,,,118,PBU Final Exam,26,0,25,0,10,61,99,0,19.062
1802630,,,,,118,PBU Final Exam,35,20,6,10,11,82,79,0,25.625
1802631,,,,,118,PBU Final Exam,30,27,37,16,4,114,49,0,35.625
1802633,,,,,118,PBU Final Exam,25,0,30,25,5,85,76,0,26.562
1802634,,,,,118,PBU Final Exam,30,14,18,13,9,84,77,0,26.25
1802635,,,,,118,PBU Final Exam,30,10,30,5,0,75,85,0,23.438
1802636,,,,,118,PBU Final Exam,26,-2,19,6,12,61,99,0,19.062
1802637,,,,,118,PBU Final Exam,37,12,31,6,4,90,71,0,28.125
1802638,,,,,118,PBU Final Exam,5,5,15,20,15,60,100,0,18.75
1802639,,,,,118,PBU Final Exam,25,15,5,20,10,75,85,0,23.438
1802640,,,,,118,PBU Final Exam,18,9,14,2,13,56,104,0,17.5
1802641,,,,,118,PBU Final Exam,20,25,20,20,0,85,76,0,26.562
1802644,,,,,118,PBU Final Exam,35,0,25,5,10,75,85,0,23.438
1802645,,,,,118,PBU Final Exam,40,35,15,16,10,116,47,0,36.25
1802647,,,,,118,PBU Final Exam,30,10,25,20,10,95,66,0,29.688
1802651,,,,,118,PBU Final Exam,30,5,5,10,10,60,100,0,18.75
1802652,,,,,118,PBU Final Exam,20,10,12,5,7,54,106,0,16.875
1802653,,,,,118,PBU Final Exam,41,31,29,5,4,110,53,0,34.375
1802654,,,,,118,PBU Final Exam,40,70,60,30,25,225,2,0,70.312
1802656,,,,,118,PBU Final Exam,18,2,9,1,6,36,122,0,11.25
1802657,,,,,118,PBU Final Exam,30,25,20,25,20,120,44,0,37.5
1802658,,,,,118,PBU Final Exam,25,24,25,36,-5,105,57,0,32.812
1802659,,,,,118,PBU Final Exam,30,15,16,11,0,72,88,0,22.5
1802660,,,,,118,PBU Final Exam,20,25,30,10,0,85,76,0,26.562
1802661,,,,,118,PBU Final Exam,25,14,12,2,5,58,102,0,18.125
1802662,,,,,118,PBU Final Exam,25,0,5,25,15,70,90,0,21.875
1802663,,,,,118,PBU Final Exam,15,-10,1,15,-5,16,141,0,5
1802664,,,,,118,PBU Final Exam,35,25,35,35,10,140,27,0,43.75
1802665,,,,,118,PBU Final Exam,10,10,15,5,15,55,105,0,17.188
1802666,,,,,118,PBU Final Exam,30,5,25,10,0,70,90,0,21.875
1802667,,,,,118,PBU Final Exam,20,10,25,5,5,65,95,0,20.312
1802668,,,,,118,PBU Final Exam,10,0,15,10,15,50,110,0,15.625
1802669,,,,,118,PBU Final Exam,28,30,20,25,11,114,49,0,35.625
