candidate id,candidate name,father,group,other,test id,test,sub_verbalability,sub_currentaffairs,sub_generalscience,sub_numericalability,sub_socialscience,total,test rank,group rank,percentage
1802046,,,,,118,PBU Final Exam,20,30,15,10,10,85,76,0,26.562
1802047,,,,,118,PBU Final Exam,25,5,10,10,-5,45,113,0,14.062
1802048,,,,,118,PBU Final Exam,30,35,16,22,7,110,53,0,34.375
1802049,,,,,118,PBU Final Exam,20,10,45,20,5,100,62,0,31.25
1802050,,,,,118,PBU Final Exam,36,27,46,30,12,151,20,0,47.188
1802051,,,,,118,PBU Final Exam,35,5,1,10,5,56,104,0,17.5
1802052,,,,,118,PBU Final Exam,25,30,0,0,10,65,95,0,20.312
1802053,,,,,118,PBU Final Exam,5,5,25,20,0,55,105,0,17.188
1802054,,,,,118,PBU Final Exam,11,15,35,10,25,96,65,0,30
1802056,,,,,118,PBU Final Exam,45,40,25,30,2,142,26,0,44.375
1802057,,,,,118,PBU Final Exam,21,20,3,17,-7,54,106,0,16.875
1802058,,,,,118,PBU Final Exam,25,25,25,10,15,100,62,0,31.25
1802059,,,,,118,PBU Final Exam,35,28,32,37,12,144,25,0,45
1802060,,,,,118,PBU Final Exam,20,10,10,10,10,60,100,0,18.75
1802061,,,,,118,PBU Final Exam,30,2,25,5,10,72,88,0,22.5
1802063,,,,,118,PBU Final Exam,30,8,13,6,1,58,102,0,18.125
1802066,,,,,118,PBU Final Exam,20,10,10,5,0,45,113,0,14.062
1802067,,,,,118,PBU Final Exam,5,17,11,15,5,53,107,0,16.562
1802068,,,,,118,PBU Final Exam,35,31,10,25,20,121,43,0,37.812
1802069,,,,,118,PBU Final Exam,35,15,25,5,5,85,76,0,26.562
1802070,,,,,118,PBU Final Exam,10,5,10,-5,10,30,128,0,9.375
1802073,,,,,118,PBU Final Exam,38,30,6,26,21,121,43,0,37.812
1802075,,,,,118,PBU Final Exam,35,-5,-5,0,5,30,128,0,9.375
1802076,,,,,118,PBU Final Exam,35,25,10,30,10,110,53,0,34.375
1802078,,,,,118,PBU Final Exam,35,20,10,35,10,110,53,0,34.375
1802079,,,,,118,PBU Final Exam,20,5,15,5,15,60,100,0,18.75
1802080,,,,,118,PBU Final Exam,15,25,20,0,15,75,85,0,23.438
1802081,,,,,118,PBU Final Exam,30,15,30,30,0,105,57,0,32.812
1802082,,,,,118,PBU Final Exam,10,-5,0,12,-4,13,144,0,4.062
1802083,,,,,118,PBU Final Exam,15,10,10,-5,10,40,118,0,12.5
1802084,,,,,118,PBU Final Exam,15,15,50,26,0,106,56,0,33.125
1802085,,,,,118,PBU Final Exam,35,10,27,0,3,75,85,0,23.438
1802086,,,,,118,PBU Final Exam,35,15,28,4,7,89,72,0,27.812
1802088,,,,,118,PBU Final Exam,15,5,30,10,5,65,95,0,20.312
1802090,,,,,118,PBU Final Exam,30,10,5,15,0,60,100,0,18.75
1802091,,,,,118,PBU Final Exam,35,30,20,5,5,95,66,0,29.688
1802092,,,,,118,PBU Final Exam,35,10,10,10,10,75,85,0,23.438
1802093,,,,,118,PBU Final Exam,20,5,35,20,10,90,71,0,28.125
1802094,,,,,118,PBU Final Exam,35,20,20,25,20,120,44,0,37.5
1802095,,,,,118,PBU Final Exam,30,25,20,25,10,110,53,0,34.375
1802096,,,,,118,PBU Final Exam,28,35,9,-1,13,84,77,0,26.25
1802097,,,,,118,PBU Final Exam,40,30,45,20,5,140,27,0,43.75
1802098,,,,,118,PBU Final Exam,30,4,34,21,-3,86,75,0,26.875
1802099,,,,,118,PBU Final Exam,0,-5,5,5,10,15,142,0,4.688
1802100,,,,,118,PBU Final Exam,35,0,40,25,10,110,53,0,34.375
1802102,,,,,118,PBU Final Exam,20,2,-6,15,3,34,124,0,10.625
1802104,,,,,118,PBU Final Exam,20,25,20,20,10,95,66,0,29.688
1802105,,,,,118,PBU Final Exam,46,48,25,30,21,170,10,0,53.125
1802106,,,,,118,PBU Final Exam,11,16,-7,8,-5,23,134,0,7.188
1802107,,,,,118,PBU Final Exam,41,38,22,4,6,111,52,0,34.688
1802108,,,,,118,PBU Final Exam,25,30,25,20,20,120,44,0,37.5
1802109,,,,,118,PBU Final Exam,15,6,25,5,6,57,103,0,17.812
1802110,,,,,118,PBU Final Exam,10,5,7,17,12,51,109,0,15.938
1802111,,,,,118,PBU Final Exam,27,26,-3,20,7,77,83,0,24.062
1802112,,,,,118,PBU Final Exam,35,32,15,10,10,102,60,0,31.875
1802113,,,,,118,PBU Final Exam,51,32,36,16,19,154,19,0,48.125
1802114,,,,,118,PBU Final Exam,25,0,10,0,-5,30,128,0,9.375
1802116,,,,,118,PBU Final Exam,-10,10,10,10,10,30,128,0,9.375
1802117,,,,,118,PBU Final Exam,35,0,25,5,0,65,95,0,20.312
1802118,,,,,118,PBU Final Exam,40,0,16,10,5,71,89,0,22.188
1802119,,,,,118,PBU Final Exam,25,20,20,10,10,85,76,0,26.562
1802120,,,,,118,PBU Final Exam,-15,6,20,5,15,31,127,0,9.688
1802122,,,,,118,PBU Final Exam,10,5,15,15,25,70,90,0,21.875
1802123,,,,,118,PBU Final Exam,10,-10,25,10,5,40,118,0,12.5
1802124,,,,,118,PBU Final Exam,-5,-4,5,-10,0,-14,155,0,0
1802125,,,,,118,PBU Final Exam,15,15,32,2,7,71,89,0,22.188
1802126,,,,,118,PBU Final Exam,31,16,20,35,10,112,51,0,35
1802127,,,,,118,PBU Final Exam,25,12,8,12,11,68,92,0,21.25
1802129,,,,,118,PBU Final Exam,35,1,0,-5,5,36,122,0,11.25
1802130,,,,,118,PBU Final Exam,5,-5,15,10,-5,20,137,0,6.25
1802131,,,,,118,PBU Final Exam,10,5,15,15,25,70,90,0,21.875
1802132,,,,,118,PBU Final Exam,11,1,26,-1,5,42,116,0,13.125
1802133,,,,,118,PBU Final Exam,20,5,15,5,15,60,100,0,18.75
1802134,,,,,118,PBU Final Exam,31,35,40,30,20,156,17,0,48.75
1802135,,,,,118,PBU Final Exam,-10,0,5,10,5,10,146,0,3.125
1802136,,,,,118,PBU Final Exam,27,21,38,3,25,114,49,0,35.625
1802137,,,,,118,PBU Final Exam,31,16,21,-5,-9,54,106,0,16.875
1802138,,,,,118,PBU Final Exam,5,-5,20,-14,-10,-4,153,0,0
1802139,,,,,118,PBU Final Exam,22,3,11,2,1,39,119,0,12.188
1802141,,,,,118,PBU Final Exam,25,20,10,0,15,70,90,0,21.875
1802142,,,,,118,PBU Final Exam,31,18,21,27,5,102,60,0,31.875
1802143,,,,,118,PBU Final Exam,38,20,39,20,15,132,33,0,41.25
1802144,,,,,118,PBU Final Exam,30,7,-10,24,10,61,99,0,19.062
1802145,,,,,118,PBU Final Exam,5,5,5,5,5,25,133,0,7.812
1802147,,,,,118,PBU Final Exam,25,35,25,-5,15,95,66,0,29.688
1802148,,,,,118,PBU Final Exam,30,15,5,15,10,75,85,0,23.438
1802149,,,,,118,PBU Final Exam,15,5,15,0,15,50,110,0,15.625
1802150,,,,,118,PBU Final Exam,25,10,30,10,15,90,71,0,28.125
1802151,,,,,118,PBU Final Exam,10,20,20,10,15,75,85,0,23.438
1802152,,,,,118,PBU Final Exam,10,5,20,3,0,38,120,0,11.875
1802153,,,,,118,PBU Final Exam,30,20,35,-5,5,85,76,0,26.562
1802154,,,,,118,PBU Final Exam,15,7,-3,25,1,45,113,0,14.062
1802155,,,,,118,PBU Final Exam,22,5,2,12,3,44,114,0,13.75
1802156,,,,,118,PBU Final Exam,20,12,1,3,3,39,119,0,12.188
1802157,,,,,118,PBU Final Exam,10,-10,-5,-5,-5,-15,156,0,0
1802158,,,,,118,PBU Final Exam,5,4,11,-10,11,21,136,0,6.562
1802159,,,,,118,PBU Final Exam,20,10,25,16,5,76,84,0,23.75
1802160,,,,,118,PBU Final Exam,25,0,20,5,0,50,110,0,15.625
1802162,,,,,118,PBU Final Exam,10,10,-5,5,10,30,128,0,9.375
1802163,,,,,118,PBU Final Exam,35,15,15,5,-10,60,100,0,18.75
1802164,,,,,118,PBU Final Exam,26,22,30,19,4,101,61,0,31.562
1802166,,,,,118,PBU Final Exam,30,10,35,35,5,115,48,0,35.938
1802167,,,,,118,PBU Final Exam,20,20,15,-5,5,55,105,0,17.188
1802168,,,,,118,PBU Final Exam,20,10,20,-10,0,40,118,0,12.5
1802169,,,,,118,PBU Final Exam,10,15,15,35,10,85,76,0,26.562
1802170,,,,,118,PBU Final Exam,5,-10,11,-5,5,6,149,0,1.875
1802171,,,,,118,PBU Final Exam,15,10,5,25,5,60,100,0,18.75
1802172,,,,,118,PBU Final Exam,15,0,-5,-5,5,10,146,0,3.125
1802173,,,,,118,PBU Final Exam,36,11,16,5,0,68,92,0,21.25
1802174,,,,,118,PBU Final Exam,20,20,0,-5,10,45,113,0,14.062
1802175,,,,,118,PBU Final Exam,35,22,41,8,22,128,36,0,40
1802176,,,,,118,PBU Final Exam,30,10,0,0,-5,35,123,0,10.938
1802177,,,,,118,PBU Final Exam,45,5,29,-5,11,85,76,0,26.562
1802179,,,,,118,PBU Final Exam,20,23,25,5,22,95,66,0,29.688
1802618,,,,,118,PBU Final Exam,30,35,20,36,5,126,38,0,39.375
1802182,,,,,118,PBU Final Exam,20,6,0,5,20,51,109,0,15.938
1802183,,,,,118,PBU Final Exam,16,17,40,13,15,101,61,0,31.562
1802184,,,,,118,PBU Final Exam,25,0,10,0,0,35,123,0,10.938
1802189,,,,,118,PBU Final Exam,30,15,20,20,30,115,48,0,35.938
1802191,,,,,118,PBU Final Exam,25,5,0,0,15,45,113,0,14.062
1802192,,,,,118,PBU Final Exam,36,32,24,14,2,108,54,0,33.75
1802193,,,,,118,PBU Final Exam,15,1,5,0,-5,16,141,0,5
1802194,,,,,118,PBU Final Exam,34,16,10,18,1,79,82,0,24.688
1802195,,,,,118,PBU Final Exam,35,15,15,21,15,101,61,0,31.562
1802196,,,,,118,PBU Final Exam,30,25,35,10,15,115,48,0,35.938
1802197,,,,,118,PBU Final Exam,0,19,12,2,10,43,115,0,13.438
1802199,,,,,118,PBU Final Exam,32,12,15,13,0,72,88,0,22.5
1802200,,,,,118,PBU Final Exam,5,20,25,10,6,66,94,0,20.625
1802201,,,,,118,PBU Final Exam,22,12,20,5,5,64,96,0,20
1802202,,,,,118,PBU Final Exam,13,-6,31,0,2,40,118,0,12.5
1802205,,,,,118,PBU Final Exam,30,25,35,6,15,111,52,0,34.688
1802206,,,,,118,PBU Final Exam,15,0,5,8,7,35,123,0,10.938
1802207,,,,,118,PBU Final Exam,42,18,23,22,6,111,52,0,34.688
1802208,,,,,118,PBU Final Exam,17,-3,15,17,8,54,106,0,16.875
1802209,,,,,118,PBU Final Exam,33,21,20,32,7,113,50,0,35.312
1802210,,,,,118,PBU Final Exam,15,10,15,10,20,70,90,0,21.875
1802211,,,,,118,PBU Final Exam,20,-6,13,0,2,29,129,0,9.062
1802212,,,,,118,PBU Final Exam,30,-15,20,0,5,40,118,0,12.5
1802213,,,,,118,PBU Final Exam,30,32,24,31,13,130,34,0,40.625
1802214,,,,,118,PBU Final Exam,25,0,5,0,-5,25,133,0,7.812
1802215,,,,,118,PBU Final Exam,10,-15,30,10,0,35,123,0,10.938
1802216,,,,,118,PBU Final Exam,25,0,6,0,0,31,127,0,9.688
1802217,,,,,118,PBU Final Exam,22,12,21,6,13,74,86,0,23.125
1802218,,,,,118,PBU Final Exam,33,10,-5,1,4,43,115,0,13.438
1802219,,,,,118,PBU Final Exam,20,-10,-4,5,20,31,127,0,9.688
1802220,,,,,118,PBU Final Exam,23,18,10,17,15,83,78,0,25.938
1802221,,,,,118,PBU Final Exam,40,5,25,10,20,100,62,0,31.25
1802222,,,,,118,PBU Final Exam,35,16,15,-3,7,70,90,0,21.875
1802223,,,,,118,PBU Final Exam,34,6,15,2,-5,52,108,0,16.25
1802224,,,,,118,PBU Final Exam,29,10,22,8,20,89,72,0,27.812
1802225,,,,,118,PBU Final Exam,45,10,5,15,5,80,81,0,25
1802228,,,,,118,PBU Final Exam,20,5,20,5,10,60,100,0,18.75
1802230,,,,,118,PBU Final Exam,15,5,35,-5,5,55,105,0,17.188
1802231,,,,,118,PBU Final Exam,15,20,11,18,12,76,84,0,23.75
1802232,,,,,118,PBU Final Exam,15,15,7,10,17,64,96,0,20
1802233,,,,,118,PBU Final Exam,20,20,15,25,15,95,66,0,29.688
1802234,,,,,118,PBU Final Exam,30,19,15,23,14,101,61,0,31.562
1802235,,,,,118,PBU Final Exam,10,18,-4,5,3,32,126,0,10
1802236,,,,,118,PBU Final Exam,15,5,-10,15,15,40,118,0,12.5
1802238,,,,,118,PBU Final Exam,30,15,15,5,5,70,90,0,21.875
1802239,,,,,118,PBU Final Exam,25,10,31,2,6,74,86,0,23.125
1802240,,,,,118,PBU Final Exam,39,17,10,21,8,95,66,0,29.688
1802243,,,,,118,PBU Final Exam,25,15,17,20,10,87,74,0,27.188
1802244,,,,,118,PBU Final Exam,40,21,31,10,16,118,46,0,36.875
1802246,,,,,118,PBU Final Exam,25,20,25,15,10,95,66,0,29.688
1802247,,,,,118,PBU Final Exam,10,2,11,5,16,44,114,0,13.75
1802248,,,,,118,PBU Final Exam,40,4,9,1,9,63,97,0,19.688
1802249,,,,,118,PBU Final Exam,10,15,13,-5,1,34,124,0,10.625
1802250,,,,,118,PBU Final Exam,30,11,20,0,15,76,84,0,23.75
1802251,,,,,118,PBU Final Exam,20,5,20,20,5,70,90,0,21.875
1802256,,,,,118,PBU Final Exam,20,10,20,20,5,75,85,0,23.438
1802258,,,,,118,PBU Final Exam,30,4,15,8,0,57,103,0,17.812
1802259,,,,,118,PBU Final Exam,25,25,30,25,5,110,53,0,34.375
1802261,,,,,118,PBU Final Exam,22,27,41,10,1,101,61,0,31.562
1802262,,,,,118,PBU Final Exam,25,5,30,22,10,92,69,0,28.75
1802263,,,,,118,PBU Final Exam,25,20,20,15,-5,75,85,0,23.438
1802264,,,,,118,PBU Final Exam,40,21,49,10,16,136,29,0,42.5
1802265,,,,,118,PBU Final Exam,25,-10,15,30,0,60,100,0,18.75
1802266,,,,,118,PBU Final Exam,30,30,15,5,10,90,71,0,28.125
1802268,,,,,118,PBU Final Exam,26,9,-6,-7,0,22,135,0,6.875
1802269,,,,,118,PBU Final Exam,11,-15,30,-10,5,21,136,0,6.562
1802270,,,,,118,PBU Final Exam,30,21,14,21,7,93,68,0,29.062
1802272,,,,,118,PBU Final Exam,0,5,-5,5,5,10,146,0,3.125
1802273,,,,,118,PBU Final Exam,40,21,31,6,16,114,49,0,35.625
1802274,,,,,118,PBU Final Exam,25,20,30,11,17,103,59,0,32.188
1802275,,,,,118,PBU Final Exam,46,11,35,5,10,107,55,0,33.438
1802276,,,,,118,PBU Final Exam,35,10,15,7,3,70,90,0,21.875
1802277,,,,,118,PBU Final Exam,40,30,55,15,15,155,18,0,48.438
1802278,,,,,118,PBU Final Exam,30,25,37,13,0,105,57,0,32.812
1802279,,,,,118,PBU Final Exam,35,12,46,15,10,118,46,0,36.875
1802280,,,,,118,PBU Final Exam,15,15,-5,10,0,35,123,0,10.938
1802281,,,,,118,PBU Final Exam,35,25,40,15,10,125,39,0,39.062
1802282,,,,,118,PBU Final Exam,25,15,30,11,10,91,70,0,28.438
1802283,,,,,118,PBU Final Exam,21,-5,15,-5,1,27,131,0,8.438
1802284,,,,,118,PBU Final Exam,29,16,21,15,5,86,75,0,26.875
1802285,,,,,118,PBU Final Exam,21,18,4,4,8,55,105,0,17.188
1802286,,,,,118,PBU Final Exam,30,15,26,0,0,71,89,0,22.188
1802287,,,,,118,PBU Final Exam,15,35,41,5,2,98,63,0,30.625
1802288,,,,,118,PBU Final Exam,40,0,20,15,10,85,76,0,26.562
1802289,,,,,118,PBU Final Exam,-5,0,-5,0,10,0,152,0,0
1802290,,,,,118,PBU Final Exam,35,0,15,15,15,80,81,0,25
1802291,,,,,118,PBU Final Exam,36,0,36,30,8,110,53,0,34.375
1802292,,,,,118,PBU Final Exam,15,15,30,15,5,80,81,0,25
1802293,,,,,118,PBU Final Exam,30,20,25,5,0,80,81,0,25
1802294,,,,,118,PBU Final Exam,35,15,35,-5,10,90,71,0,28.125
1802295,,,,,118,PBU Final Exam,10,16,0,-5,5,26,132,0,8.125
1802297,,,,,118,PBU Final Exam,10,20,35,-5,15,75,85,0,23.438
1802298,,,,,118,PBU Final Exam,30,0,35,15,25,105,57,0,32.812
1802299,,,,,118,PBU Final Exam,15,20,15,10,15,75,85,0,23.438
1802303,,,,,118,PBU Final Exam,30,27,-9,-5,10,53,107,0,16.562
1802305,,,,,118,PBU Final Exam,20,0,45,15,30,110,53,0,34.375
1802306,,,,,118,PBU Final Exam,11,14,7,-3,-1,28,130,0,8.75
1802308,,,,,118,PBU Final Exam,45,10,15,20,10,100,62,0,31.25
1802316,,,,,118,PBU Final Exam,15,15,0,-4,20,46,112,0,14.375
1802319,,,,,118,PBU Final Exam,15,25,35,15,10,100,62,0,31.25
1802320,,,,,118,PBU Final Exam,15,3,20,-5,-10,23,134,0,7.188
1802322,,,,,118,PBU Final Exam,15,10,15,-5,0,35,123,0,10.938
1802325,,,,,118,PBU Final Exam,33,18,21,33,1,106,56,0,33.125
1802327,,,,,118,PBU Final Exam,30,30,15,40,15,130,34,0,40.625
1802329,,,,,118,PBU Final Exam,22,15,7,11,10,65,95,0,20.312
1802335,,,,,118,PBU Final Exam,22,25,21,12,4,84,77,0,26.25
1802336,,,,,118,PBU Final Exam,24,-10,-8,12,-4,14,143,0,4.375
1802338,,,,,118,PBU Final Exam,23,25,19,15,7,89,72,0,27.812
1802339,,,,,118,PBU Final Exam,10,19,41,11,1,82,79,0,25.625
1802340,,,,,118,PBU Final Exam,10,11,-10,1,-5,7,148,0,2.188
1802341,,,,,118,PBU Final Exam,20,20,40,5,-5,80,81,0,25
1802342,,,,,118,PBU Final Exam,35,6,15,5,6,67,93,0,20.938
1802343,,,,,118,PBU Final Exam,5,15,0,15,0,35,123,0,10.938
1802344,,,,,118,PBU Final Exam,30,25,30,20,5,110,53,0,34.375
1802345,,,,,118,PBU Final Exam,7,-3,10,-5,0,9,147,0,2.812
1802346,,,,,118,PBU Final Exam,20,-5,10,11,16,52,108,0,16.25
1802347,,,,,118,PBU Final Exam,30,17,19,5,15,86,75,0,26.875
1802348,,,,,118,PBU Final Exam,20,20,25,-5,15,75,85,0,23.438
1802349,,,,,118,PBU Final Exam,45,10,10,5,15,85,76,0,26.562
1802350,,,,,118,PBU Final Exam,15,5,10,15,20,65,95,0,20.312
1802351,,,,,118,PBU Final Exam,26,15,25,15,15,96,65,0,30
1802352,,,,,118,PBU Final Exam,15,16,20,-10,25,66,94,0,20.625
1802353,,,,,118,PBU Final Exam,35,15,40,10,10,110,53,0,34.375
1802354,,,,,118,PBU Final Exam,10,10,0,-10,20,30,128,0,9.375
1802357,,,,,118,PBU Final Exam,33,19,13,20,5,90,71,0,28.125
1802359,,,,,118,PBU Final Exam,40,35,27,30,16,148,22,0,46.25
1802372,,,,,118,PBU Final Exam,35,15,5,15,15,85,76,0,26.562
1802373,,,,,118,PBU Final Exam,40,30,15,25,15,125,39,0,39.062
1802374,,,,,118,PBU Final Exam,40,10,10,5,5,70,90,0,21.875
1802375,,,,,118,PBU Final Exam,35,25,30,10,5,105,57,0,32.812
1802376,,,,,118,PBU Final Exam,31,8,17,35,11,102,60,0,31.875
1802377,,,,,118,PBU Final Exam,30,10,10,12,5,67,93,0,20.938
1802378,,,,,118,PBU Final Exam,25,10,25,0,5,65,95,0,20.312
1802379,,,,,118,PBU Final Exam,40,10,25,20,5,100,62,0,31.25
1802380,,,,,118,PBU Final Exam,25,20,20,10,10,85,76,0,26.562
1802381,,,,,118,PBU Final Exam,25,9,42,40,10,126,38,0,39.375
1802383,,,,,118,PBU Final Exam,30,10,5,5,5,55,105,0,17.188
1802384,,,,,118,PBU Final Exam,40,25,50,0,5,120,44,0,37.5
1802385,,,,,118,PBU Final Exam,31,13,-2,-5,5,42,116,0,13.125
1802386,,,,,118,PBU Final Exam,20,1,10,5,0,36,122,0,11.25
1802387,,,,,118,PBU Final Exam,5,15,30,0,20,70,90,0,21.875
1802388,,,,,118,PBU Final Exam,25,20,40,15,5,105,57,0,32.812
1802389,,,,,118,PBU Final Exam,20,-5,0,30,5,50,110,0,15.625
1802390,,,,,118,PBU Final Exam,15,0,30,10,5,60,100,0,18.75
1802392,,,,,118,PBU Final Exam,20,0,0,0,0,20,137,0,6.25
1802393,,,,,118,PBU Final Exam,30,15,31,20,20,116,47,0,36.25
1802394,,,,,118,PBU Final Exam,20,-5,0,15,10,40,118,0,12.5
1802399,,,,,118,PBU Final Exam,15,15,15,15,0,60,100,0,18.75
1802401,,,,,118,PBU Final Exam,35,20,40,20,10,125,39,0,39.062
1802402,,,,,118,PBU Final Exam,30,10,10,15,5,70,90,0,21.875
1802403,,,,,118,PBU Final Exam,15,5,10,5,5,40,118,0,12.5
1802404,,,,,118,PBU Final Exam,30,15,-5,0,25,65,95,0,20.312
1802410,,,,,118,PBU Final Exam,35,20,35,10,10,110,53,0,34.375
1802411,,,,,118,PBU Final Exam,20,20,20,5,15,80,81,0,25
1802412,,,,,118,PBU Final Exam,35,20,25,15,20,115,48,0,35.938
1802413,,,,,118,PBU Final Exam,20,0,25,20,15,80,81,0,25
1802414,,,,,118,PBU Final Exam,45,12,31,20,15,123,41,0,38.438
1802415,,,,,118,PBU Final Exam,9,16,31,2,0,58,102,0,18.125
1802416,,,,,118,PBU Final Exam,26,15,18,21,18,98,63,0,30.625
1802417,,,,,118,PBU Final Exam,30,20,35,20,15,120,44,0,37.5
1802418,,,,,118,PBU Final Exam,30,16,16,10,15,87,74,0,27.188
1802419,,,,,118,PBU Final Exam,35,25,30,0,10,100,62,0,31.25
1802420,,,,,118,PBU Final Exam,20,20,25,10,15,90,71,0,28.125
1802421,,,,,118,PBU Final Exam,40,15,25,5,10,95,66,0,29.688
1802422,,,,,118,PBU Final Exam,30,10,25,3,15,83,78,0,25.938
1802423,,,,,118,PBU Final Exam,35,20,35,10,10,110,53,0,34.375
1802425,,,,,118,PBU Final Exam,30,20,30,10,10,100,62,0,31.25
1802426,,,,,118,PBU Final Exam,25,41,60,5,30,161,15,0,50.312
1802428,,,,,118,PBU Final Exam,5,55,51,17,31,159,16,0,49.688
1802429,,,,,118,PBU Final Exam,35,0,30,30,15,110,53,0,34.375
1802431,,,,,118,PBU Final Exam,35,16,19,12,11,93,68,0,29.062
1802433,,,,,118,PBU Final Exam,25,20,0,10,0,55,105,0,17.188
1802434,,,,,118,PBU Final Exam,30,25,35,20,15,125,39,0,39.062
1802435,,,,,118,PBU Final Exam,13,25,25,22,16,101,61,0,31.562
1802436,,,,,118,PBU Final Exam,20,10,30,10,10,80,81,0,25
1802437,,,,,118,PBU Final Exam,15,10,20,10,25,80,81,0,25
1802438,,,,,118,PBU Final Exam,20,5,17,6,11,59,101,0,18.438
1802440,,,,,118,PBU Final Exam,35,20,20,25,0,100,62,0,31.25
1802442,,,,,118,PBU Final Exam,30,25,0,-5,5,55,105,0,17.188
1802443,,,,,118,PBU Final Exam,38,22,19,6,10,95,66,0,29.688
1802444,,,,,118,PBU Final Exam,32,20,8,3,2,65,95,0,20.312
1802445,,,,,118,PBU Final Exam,41,6,3,8,12,70,90,0,21.875
1802446,,,,,118,PBU Final Exam,26,11,18,0,1,56,104,0,17.5
1802447,,,,,118,PBU Final Exam,28,26,6,22,9,91,70,0,28.438
1802449,,,,,118,PBU Final Exam,10,30,10,0,0,50,110,0,15.625
1802450,,,,,118,PBU Final Exam,30,5,10,5,5,55,105,0,17.188
1802451,,,,,118,PBU Final Exam,36,4,20,12,11,83,78,0,25.938
1802453,,,,,118,PBU Final Exam,12,3,0,15,10,40,118,0,12.5
1802454,,,,,118,PBU Final Exam,40,10,15,15,5,85,76,0,26.562
1802455,,,,,118,PBU Final Exam,21,10,34,7,5,77,83,0,24.062
1802456,,,,,118,PBU Final Exam,21,0,-5,-5,0,11,145,0,3.438
1802457,,,,,118,PBU Final Exam,41,0,8,16,7,72,88,0,22.5
1802459,,,,,118,PBU Final Exam,28,24,6,20,18,96,65,0,30
1802460,,,,,118,PBU Final Exam,25,-5,15,10,5,50,110,0,15.625
1802461,,,,,118,PBU Final Exam,15,15,15,5,5,55,105,0,17.188
1802462,,,,,118,PBU Final Exam,52,17,19,22,0,110,53,0,34.375
1802463,,,,,118,PBU Final Exam,15,5,5,10,0,35,123,0,10.938
1802464,,,,,118,PBU Final Exam,26,18,11,12,3,70,90,0,21.875
1802465,,,,,118,PBU Final Exam,35,15,20,5,15,90,71,0,28.125
1802466,,,,,118,PBU Final Exam,10,21,35,10,-5,71,89,0,22.188
1802467,,,,,118,PBU Final Exam,0,4,7,7,5,23,134,0,7.188
1802468,,,,,118,PBU Final Exam,16,3,-5,10,-1,23,134,0,7.188
1802469,,,,,118,PBU Final Exam,21,9,13,11,6,60,100,0,18.75
1802470,,,,,118,PBU Final Exam,6,5,5,-9,15,22,135,0,6.875
1802471,,,,,118,PBU Final Exam,25,10,30,-5,-5,55,105,0,17.188
1802472,,,,,118,PBU Final Exam,5,-5,13,3,15,31,127,0,9.688
1802473,,,,,118,PBU Final Exam,24,25,7,5,7,68,92,0,21.25
1802474,,,,,118,PBU Final Exam,10,14,8,-4,2,30,128,0,9.375
1802475,,,,,118,PBU Final Exam,35,15,26,9,11,96,65,0,30
1802476,,,,,118,PBU Final Exam,26,5,0,5,5,41,117,0,12.812
1802477,,,,,118,PBU Final Exam,20,5,21,-5,15,56,104,0,17.5
1802478,,,,,118,PBU Final Exam,0,20,15,5,10,50,110,0,15.625
1802479,,,,,118,PBU Final Exam,20,15,20,25,15,95,66,0,29.688
1802480,,,,,118,PBU Final Exam,20,20,15,20,5,80,81,0,25
1802481,,,,,118,PBU Final Exam,30,20,20,15,15,100,62,0,31.25
1802482,,,,,118,PBU Final Exam,0,5,15,5,5,30,128,0,9.375
1802483,,,,,118,PBU Final Exam,20,5,40,10,20,95,66,0,29.688
1802484,,,,,118,PBU Final Exam,15,5,25,5,5,55,105,0,17.188
1802485,,,,,118,PBU Final Exam,25,25,25,5,0,80,81,0,25
1802486,,,,,118,PBU Final Exam,25,30,5,0,15,75,85,0,23.438
1802487,,,,,118,PBU Final Exam,30,10,25,20,20,105,57,0,32.812
1802488,,,,,118,PBU Final Exam,0,15,0,0,-5,10,146,0,3.125
1802489,,,,,118,PBU Final Exam,10,15,15,20,10,70,90,0,21.875
1802492,,,,,118,PBU Final Exam,20,20,30,15,15,100,62,0,31.25
1802494,,,,,118,PBU Final Exam,40,20,20,25,5,110,53,0,34.375
1802495,,,,,118,PBU Final Exam,25,15,25,20,5,90,71,0,28.125
1802496,,,,,118,PBU Final Exam,15,-5,-10,-5,5,0,152,0,0
1802497,,,,,118,PBU Final Exam,25,-5,10,20,-10,40,118,0,12.5
1802498,,,,,118,PBU Final Exam,20,0,10,5,5,40,118,0,12.5
1802499,,,,,118,PBU Final Exam,30,10,10,26,10,86,75,0,26.875
1802500,,,,,118,PBU Final Exam,30,40,5,25,5,105,57,0,32.812
1802501,,,,,118,PBU Final Exam,25,10,10,30,5,80,81,0,25
1802502,,,,,118,PBU Final Exam,20,20,30,25,10,105,57,0,32.812
1802503,,,,,118,PBU Final Exam,16,11,0,20,0,47,111,0,14.688
1802504,,,,,118,PBU Final Exam,20,40,20,0,10,90,71,0,28.125
1802505,,,,,118,PBU Final Exam,35,25,10,10,15,95,66,0,29.688
1802506,,,,,118,PBU Final Exam,10,20,10,20,0,60,100,0,18.75
1802507,,,,,118,PBU Final Exam,25,10,15,15,5,70,90,0,21.875
1802508,,,,,118,PBU Final Exam,35,15,21,25,10,106,56,0,33.125
1802509,,,,,118,PBU Final Exam,40,25,25,15,5,110,53,0,34.375
