CANDIDATE ID,CANDIDATE NAME,FATHER,GROUP,OTHER,Test ID,Test,sub_Verbal Ability,sub_Current Affairs,Sub_General Science,Sub_Numerical Ability,Sub_Social Science,Total,Test Rank,Group Rank,Percentage
5410,,,,,125,PBU 2020,35,15,-5,5,0,50,122,0,15.625
5413,,,,,125,PBU 2020,35,15,15,25,25,115,62,0,35.938
5415,,,,,125,PBU 2020,50,15,15,25,25,130,48,0,40.625
5416,,,,,125,PBU 2020,25,15,0,2,30,72,102,0,22.5
5417,,,,,125,PBU 2020,20,15,5,5,10,55,118,0,17.188
5420,,,,,125,PBU 2020,15,10,10,15,20,70,104,0,21.875
5421,,,,,125,PBU 2020,30,10,5,-2,0,43,128,0,13.438
5423,,,,,125,PBU 2020,25,20,10,10,5,70,104,0,21.875
5425,,,,,125,PBU 2020,45,25,10,5,20,105,72,0,32.812
5426,,,,,125,PBU 2020,22,36,-5,0,5,58,115,0,18.125
5427,,,,,125,PBU 2020,35,0,0,0,30,65,109,0,20.312
5429,,,,,125,PBU 2020,43,25,2,18,6,94,82,0,29.375
5430,,,,,125,PBU 2020,35,30,15,16,35,131,47,0,40.938
5431,,,,,125,PBU 2020,30,25,-5,-10,10,50,122,0,15.625
5432,,,,,125,PBU 2020,31,27,3,-3,2,60,113,0,18.75
5433,,,,,125,PBU 2020,49,37,0,0,5,91,85,0,28.438
5434,,,,,125,PBU 2020,61,35,20,20,30,166,20,0,51.875
5435,,,,,125,PBU 2020,20,25,10,15,25,95,81,0,29.688
5436,,,,,125,PBU 2020,42,35,5,12,0,94,82,0,29.375
5437,,,,,125,PBU 2020,5,20,5,25,30,85,89,0,26.562
5438,,,,,125,PBU 2020,54,5,26,18,24,127,51,0,39.688
5439,,,,,125,PBU 2020,15,20,0,15,15,65,109,0,20.312
5440,,,,,125,PBU 2020,42,40,0,10,0,92,84,0,28.75
5442,,,,,125,PBU 2020,56,25,10,25,15,131,47,0,40.938
5443,,,,,125,PBU 2020,23,16,-5,15,30,79,95,0,24.688
5444,,,,,125,PBU 2020,13,16,1,0,30,60,113,0,18.75
5445,,,,,125,PBU 2020,15,30,5,15,20,85,89,0,26.562
5446,,,,,125,PBU 2020,35,45,15,35,35,165,21,0,51.562
5447,,,,,125,PBU 2020,50,20,10,30,10,120,58,0,37.5
5448,,,,,125,PBU 2020,35,25,30,25,20,135,43,0,42.188
5449,,,,,125,PBU 2020,40,40,0,25,0,105,72,0,32.812
5450,,,,,125,PBU 2020,40,35,5,20,20,120,58,0,37.5
5453,,,,,125,PBU 2020,45,40,0,25,0,110,67,0,34.375
5454,,,,,125,PBU 2020,50,50,25,25,25,175,13,0,54.688
5455,,,,,125,PBU 2020,25,10,5,-5,5,40,130,0,12.5
5457,,,,,125,PBU 2020,46,25,21,20,20,132,46,0,41.25
5458,,,,,125,PBU 2020,15,21,1,-3,25,59,114,0,18.438
5459,,,,,125,PBU 2020,60,45,25,35,30,195,5,0,60.938
5460,,,,,125,PBU 2020,35,22,4,5,9,75,99,0,23.438
5461,,,,,125,PBU 2020,10,20,25,30,35,120,58,0,37.5
5462,,,,,125,PBU 2020,0,20,0,15,-10,25,141,0,7.812
5463,,,,,125,PBU 2020,45,46,7,6,15,119,59,0,37.188
5464,,,,,125,PBU 2020,30,20,25,30,35,140,39,0,43.75
5465,,,,,125,PBU 2020,30,35,25,20,25,135,43,0,42.188
5466,,,,,125,PBU 2020,15,15,0,10,30,70,104,0,21.875
5467,,,,,125,PBU 2020,26,17,11,31,10,95,81,0,29.688
5468,,,,,125,PBU 2020,5,30,0,5,20,60,113,0,18.75
5469,,,,,125,PBU 2020,50,45,20,20,20,155,28,0,48.438
5470,,,,,125,PBU 2020,6,15,1,25,0,47,125,0,14.688
5471,,,,,125,PBU 2020,35,25,0,30,0,90,86,0,28.125
5473,,,,,125,PBU 2020,10,15,10,15,10,60,113,0,18.75
5474,,,,,125,PBU 2020,45,25,15,5,20,110,67,0,34.375
5476,,,,,125,PBU 2020,50,15,15,25,5,110,67,0,34.375
5477,,,,,125,PBU 2020,50,57,25,15,25,172,15,0,53.75
5478,,,,,125,PBU 2020,15,25,15,20,10,85,89,0,26.562
5479,,,,,125,PBU 2020,10,20,10,1,0,41,129,0,12.812
5480,,,,,125,PBU 2020,35,30,5,20,10,100,77,0,31.25
5483,,,,,125,PBU 2020,35,30,-2,1,17,81,93,0,25.312
5484,,,,,125,PBU 2020,60,35,25,30,30,180,9,0,56.25
5485,,,,,125,PBU 2020,37,29,12,16,-1,93,83,0,29.062
5486,,,,,125,PBU 2020,55,20,-5,0,0,70,104,0,21.875
5487,,,,,125,PBU 2020,26,0,0,5,5,36,132,0,11.25
5488,,,,,125,PBU 2020,40,10,20,10,5,85,89,0,26.562
5490,,,,,125,PBU 2020,44,15,12,-2,2,71,103,0,22.188
5491,,,,,125,PBU 2020,30,30,20,5,10,95,81,0,29.688
5493,,,,,125,PBU 2020,35,20,10,25,30,120,58,0,37.5
5494,,,,,125,PBU 2020,41,50,22,14,8,135,43,0,42.188
5495,,,,,125,PBU 2020,25,15,5,5,15,65,109,0,20.312
5496,,,,,125,PBU 2020,17,30,7,12,4,70,104,0,21.875
5497,,,,,125,PBU 2020,40,10,20,0,5,75,99,0,23.438
5498,,,,,125,PBU 2020,62,49,6,32,19,168,18,0,52.5
5499,,,,,125,PBU 2020,31,22,2,-4,-3,48,124,0,15
5500,,,,,125,PBU 2020,44,19,6,0,6,75,99,0,23.438
5501,,,,,125,PBU 2020,35,35,15,0,5,90,86,0,28.125
5502,,,,,125,PBU 2020,38,18,8,18,3,85,89,0,26.562
5503,,,,,125,PBU 2020,12,17,3,6,11,49,123,0,15.312
5504,,,,,125,PBU 2020,50,32,25,-5,20,122,56,0,38.125
5505,,,,,125,PBU 2020,25,18,17,19,11,90,86,0,28.125
5506,,,,,125,PBU 2020,42,45,9,4,6,106,71,0,33.125
5507,,,,,125,PBU 2020,45,25,5,15,5,95,81,0,29.688
5508,,,,,125,PBU 2020,26,20,10,16,19,91,85,0,28.438
5509,,,,,125,PBU 2020,55,20,-5,0,0,70,104,0,21.875
5510,,,,,125,PBU 2020,25,5,3,12,17,62,111,0,19.375
5512,,,,,125,PBU 2020,30,25,5,13,25,98,78,0,30.625
5513,,,,,125,PBU 2020,40,10,5,10,5,70,104,0,21.875
5514,,,,,125,PBU 2020,47,20,6,19,26,118,60,0,36.875
5515,,,,,125,PBU 2020,51,5,1,-8,1,50,122,0,15.625
5516,,,,,125,PBU 2020,56,44,5,9,17,131,47,0,40.938
5517,,,,,125,PBU 2020,46,27,26,4,18,121,57,0,37.812
5518,,,,,125,PBU 2020,60,35,25,0,20,140,39,0,43.75
5519,,,,,125,PBU 2020,45,10,5,10,5,75,99,0,23.438
5520,,,,,125,PBU 2020,65,43,0,32,20,160,25,0,50
5521,,,,,125,PBU 2020,23,16,14,12,7,72,102,0,22.5
5522,,,,,125,PBU 2020,65,42,14,21,5,147,33,0,45.938
5524,,,,,125,PBU 2020,46,35,-6,3,23,101,76,0,31.562
5525,,,,,125,PBU 2020,21,26,10,30,20,107,70,0,33.438
5526,,,,,125,PBU 2020,55,20,10,-5,0,80,94,0,25
5527,,,,,125,PBU 2020,20,35,5,30,10,100,77,0,31.25
5530,,,,,125,PBU 2020,46,41,7,1,10,105,72,0,32.812
5531,,,,,125,PBU 2020,7,9,24,17,11,68,106,0,21.25
5533,,,,,125,PBU 2020,40,30,0,11,1,82,92,0,25.625
5536,,,,,125,PBU 2020,18,-2,-4,0,5,17,147,0,5.312
5538,,,,,125,PBU 2020,50,20,15,5,0,90,86,0,28.125
