candidate id,candidate name,father,group,other,test id,test,current affairs,general science,total,test rank,group rank,percentage
1801578,,,,,116,GK18,25,30,55,88,0,13.75
1801581,,,,,116,GK18,-5,5,0,136,0,0
1801583,,,,,116,GK18,27,41,68,75,0,17
1801586,,,,,116,GK18,19,88,107,37,0,26.75
1801588,,,,,116,GK18,20,20,40,102,0,10
1801590,,,,,116,GK18,10,21,31,109,0,7.75
1801596,,,,,116,GK18,37,27,64,79,0,16
1801598,,,,,116,GK18,25,21,46,97,0,11.5
1801599,,,,,116,GK18,50,85,135,11,0,33.75
1801600,,,,,116,GK18,25,20,45,98,0,11.25
1801602,,,,,116,GK18,15,15,30,110,0,7.5
1801603,,,,,116,GK18,12,30,42,100,0,10.5
1801605,,,,,116,GK18,36,35,71,72,0,17.75
1801606,,,,,116,GK18,0,20,20,119,0,5
1801607,,,,,116,GK18,25,63,88,55,0,22
1801608,,,,,116,GK18,36,46,82,61,0,20.5
1801610,,,,,116,GK18,39,84,123,22,0,30.75
1801611,,,,,116,GK18,28,37,65,78,0,16.25
1801613,,,,,116,GK18,18,27,45,98,0,11.25
1801616,,,,,116,GK18,10,10,20,119,0,5
1801620,,,,,116,GK18,10,55,65,78,0,16.25
1801622,,,,,116,GK18,30,35,65,78,0,16.25
1801623,,,,,116,GK18,0,10,10,128,0,2.5
1801624,,,,,116,GK18,30,46,76,67,0,19
1801625,,,,,116,GK18,6,61,67,76,0,16.75
1801627,,,,,116,GK18,25,50,75,68,0,18.75
1801628,,,,,116,GK18,35,5,40,102,0,10
1801631,,,,,116,GK18,45,75,120,25,0,30
1801632,,,,,116,GK18,20,35,55,88,0,13.75
1801633,,,,,116,GK18,50,40,90,53,0,22.5
1801634,,,,,116,GK18,38,40,78,65,0,19.5
1801635,,,,,116,GK18,10,31,41,101,0,10.25
1801636,,,,,116,GK18,35,21,56,87,0,14
1801637,,,,,116,GK18,27,27,54,89,0,13.5
1801638,,,,,116,GK18,15,75,90,53,0,22.5
1801639,,,,,116,GK18,39,45,84,59,0,21
1801640,,,,,116,GK18,22,42,64,79,0,16
1801641,,,,,116,GK18,10,8,18,121,0,4.5
1801642,,,,,116,GK18,45,31,76,67,0,19
1801643,,,,,116,GK18,0,10,10,128,0,2.5
1801644,,,,,116,GK18,17,50,67,76,0,16.75
1801646,,,,,116,GK18,25,60,85,58,0,21.25
1801647,,,,,116,GK18,30,70,100,43,0,25
1801648,,,,,116,GK18,10,20,30,110,0,7.5
1801649,,,,,116,GK18,35,35,70,73,0,17.5
1801652,,,,,116,GK18,14,39,53,90,0,13.25
1801653,,,,,116,GK18,18,77,95,48,0,23.75
1801654,,,,,116,GK18,13,37,50,93,0,12.5
1801657,,,,,116,GK18,19,58,77,66,0,19.25
1801660,,,,,116,GK18,6,41,47,96,0,11.75
1801661,,,,,116,GK18,-1,31,30,110,0,7.5
1801665,,,,,116,GK18,23,40,63,80,0,15.75
1801668,,,,,116,GK18,31,67,98,45,0,24.5
1801671,,,,,116,GK18,19,28,47,96,0,11.75
1801678,,,,,116,GK18,6,25,31,109,0,7.75
1801683,,,,,116,GK18,-5,14,9,129,0,2.25
1801687,,,,,116,GK18,20,75,95,48,0,23.75
1801693,,,,,116,GK18,21,19,40,102,0,10
1801695,,,,,116,GK18,35,31,66,77,0,16.5
1801698,,,,,116,GK18,16,8,24,116,0,6
1801704,,,,,116,GK18,38,69,107,37,0,26.75
1801705,,,,,116,GK18,15,30,45,98,0,11.25
1801706,,,,,116,GK18,25,8,33,108,0,8.25
1801712,,,,,116,GK18,31,35,66,77,0,16.5
1801714,,,,,116,GK18,45,50,95,48,0,23.75
1801715,,,,,116,GK18,37,60,97,46,0,24.25
1801717,,,,,116,GK18,46,56,102,41,0,25.5
1801718,,,,,116,GK18,8,61,69,74,0,17.25
1801720,,,,,116,GK18,30,15,45,98,0,11.25
1801721,,,,,116,GK18,30,60,90,53,0,22.5
1801723,,,,,116,GK18,-5,45,40,102,0,10
1801726,,,,,116,GK18,25,35,60,83,0,15
1801728,,,,,116,GK18,0,15,15,123,0,3.75
1801730,,,,,116,GK18,5,5,10,128,0,2.5
1801731,,,,,116,GK18,25,45,70,73,0,17.5
1801734,,,,,116,GK18,32,51,83,60,0,20.75
1801735,,,,,116,GK18,30,11,41,101,0,10.25
1801737,,,,,116,GK18,-15,-5,-20,144,0,0
1801739,,,,,116,GK18,6,55,61,82,0,15.25
1801744,,,,,116,GK18,12,42,54,89,0,13.5
1801746,,,,,116,GK18,60,25,85,58,0,21.25
1801747,,,,,116,GK18,19,28,47,96,0,11.75
1801748,,,,,116,GK18,25,41,66,77,0,16.5
1801749,,,,,116,GK18,15,26,41,101,0,10.25
1801753,,,,,116,GK18,48,65,113,32,0,28.25
1801755,,,,,116,GK18,40,40,80,63,0,20
1801756,,,,,116,GK18,15,-9,6,132,0,1.5
1801757,,,,,116,GK18,33,35,68,75,0,17
1801758,,,,,116,GK18,10,20,30,110,0,7.5
1801759,,,,,116,GK18,0,60,60,83,0,15
1801760,,,,,116,GK18,29,32,61,82,0,15.25
1801768,,,,,116,GK18,56,65,121,24,0,30.25
1801771,,,,,116,GK18,27,50,77,66,0,19.25
1801772,,,,,116,GK18,15,25,40,102,0,10
1801774,,,,,116,GK18,35,30,65,78,0,16.25
1801775,,,,,116,GK18,-15,70,55,88,0,13.75
1801781,,,,,116,GK18,55,76,131,15,0,32.75
1801789,,,,,116,GK18,16,61,77,66,0,19.25
1801790,,,,,116,GK18,15,35,50,93,0,12.5
1801791,,,,,116,GK18,25,45,70,73,0,17.5
1801792,,,,,116,GK18,20,-5,15,123,0,3.75
1801793,,,,,116,GK18,30,85,115,30,0,28.75
1801794,,,,,116,GK18,15,80,95,48,0,23.75
1801796,,,,,116,GK18,60,70,130,16,0,32.5
1801797,,,,,116,GK18,19,32,51,92,0,12.75
1801804,,,,,116,GK18,50,41,91,52,0,22.75
1801805,,,,,116,GK18,20,30,50,93,0,12.5
1801806,,,,,116,GK18,20,47,67,76,0,16.75
1801807,,,,,116,GK18,32,57,89,54,0,22.25
1801811,,,,,116,GK18,28,54,82,61,0,20.5
1801812,,,,,116,GK18,30,75,105,39,0,26.25
1801813,,,,,116,GK18,13,53,66,77,0,16.5
1801814,,,,,116,GK18,40,16,56,87,0,14
1801815,,,,,116,GK18,26,0,26,114,0,6.5
1801816,,,,,116,GK18,-10,24,14,124,0,3.5
1801817,,,,,116,GK18,7,38,45,98,0,11.25
1801818,,,,,116,GK18,10,59,69,74,0,17.25
1801819,,,,,116,GK18,41,30,71,72,0,17.75
1801820,,,,,116,GK18,15,18,33,108,0,8.25
1801821,,,,,116,GK18,42,72,114,31,0,28.5
1800429,,,,,116,GK18,39,88,127,18,0,31.75
1800487,,,,,116,GK18,27,67,94,49,0,23.5
1800544,,,,,116,GK18,10,101,111,34,0,27.75
1800559,,,,,116,GK18,11,1,12,126,0,3
1800598,,,,,116,GK18,35,20,55,88,0,13.75
1800599,,,,,116,GK18,10,55,65,78,0,16.25
1800600,,,,,116,GK18,40,80,120,25,0,30
1800601,,,,,116,GK18,30,65,95,48,0,23.75
1800602,,,,,116,GK18,25,65,90,53,0,22.5
1800603,,,,,116,GK18,80,90,170,2,0,42.5
1800604,,,,,116,GK18,15,45,60,83,0,15
1800605,,,,,116,GK18,30,30,60,83,0,15
1800607,,,,,116,GK18,60,61,121,24,0,30.25
1800609,,,,,116,GK18,45,60,105,39,0,26.25
1800610,,,,,116,GK18,20,65,85,58,0,21.25
1800649,,,,,116,GK18,58,52,110,35,0,27.5
1800651,,,,,116,GK18,20,70,90,53,0,22.5
1800653,,,,,116,GK18,36,107,143,6,0,35.75
1800657,,,,,116,GK18,25,70,95,48,0,23.75
1800659,,,,,116,GK18,50,80,130,16,0,32.5
1800660,,,,,116,GK18,30,16,46,97,0,11.5
1800696,,,,,116,GK18,9,37,46,97,0,11.5
1800698,,,,,116,GK18,37,65,102,41,0,25.5
1800700,,,,,116,GK18,42,92,134,12,0,33.5
1800701,,,,,116,GK18,36,66,102,41,0,25.5
1800704,,,,,116,GK18,27,42,69,74,0,17.25
1800705,,,,,116,GK18,36,52,88,55,0,22
1800706,,,,,116,GK18,25,51,76,67,0,19
1800709,,,,,116,GK18,15,15,30,110,0,7.5
1800720,,,,,116,GK18,35,10,45,98,0,11.25
1800731,,,,,116,GK18,45,35,80,63,0,20
1800732,,,,,116,GK18,21,35,56,87,0,14
1800752,,,,,116,GK18,10,40,50,93,0,12.5
1800754,,,,,116,GK18,50,25,75,68,0,18.75
1800757,,,,,116,GK18,2,59,61,82,0,15.25
1800764,,,,,116,GK18,35,10,45,98,0,11.25
1800772,,,,,116,GK18,5,55,60,83,0,15
1800775,,,,,116,GK18,45,30,75,68,0,18.75
1800778,,,,,116,GK18,60,35,95,48,0,23.75
1800779,,,,,116,GK18,5,10,15,123,0,3.75
1800788,,,,,116,GK18,36,60,96,47,0,24
1800791,,,,,116,GK18,26,44,70,73,0,17.5
1800825,,,,,116,GK18,30,27,57,86,0,14.25
1800834,,,,,116,GK18,33,91,124,21,0,31
1800836,,,,,116,GK18,15,85,100,43,0,25
1800854,,,,,116,GK18,50,100,150,4,0,37.5
1800855,,,,,116,GK18,17,58,75,68,0,18.75
1800856,,,,,116,GK18,81,114,195,1,0,48.75
1800857,,,,,116,GK18,15,55,70,73,0,17.5
1800858,,,,,116,GK18,20,35,55,88,0,13.75
1800859,,,,,116,GK18,5,35,40,102,0,10
1800860,,,,,116,GK18,-4,33,29,111,0,7.25
1800862,,,,,116,GK18,45,45,90,53,0,22.5
1800864,,,,,116,GK18,30,45,75,68,0,18.75
1800865,,,,,116,GK18,15,25,40,102,0,10
1800874,,,,,116,GK18,55,18,73,70,0,18.25
1800875,,,,,116,GK18,10,35,45,98,0,11.25
1800876,,,,,116,GK18,36,30,66,77,0,16.5
1800878,,,,,116,GK18,29,46,75,68,0,18.75
1800887,,,,,116,GK18,15,25,40,102,0,10
1800896,,,,,116,GK18,36,25,61,82,0,15.25
1800901,,,,,116,GK18,43,46,89,54,0,22.25
1800911,,,,,116,GK18,20,45,65,78,0,16.25
1800914,,,,,116,GK18,15,45,60,83,0,15
1800975,,,,,116,GK18,20,30,50,93,0,12.5
1800986,,,,,116,GK18,40,65,105,39,0,26.25
1800997,,,,,116,GK18,1,-10,-9,142,0,0
1800999,,,,,116,GK18,19,37,56,87,0,14
