candidate id,candidate name,father,group,other,test id,test,current affairs,general science,total,test rank,group rank,percentage
1804201,,,,,123,GK2019,26,10,36,96,0,11.25
1804202,,,,,123,GK2019,54,64,118,21,0,36.875
1804204,,,,,123,GK2019,55,50,105,29,0,32.812
1804205,,,,,123,GK2019,33,41,74,58,0,23.125
1804207,,,,,123,GK2019,56,67,123,18,0,38.438
1804209,,,,,123,GK2019,20,30,50,82,0,15.625
1804210,,,,,123,GK2019,92,97,189,2,0,59.062
1804213,,,,,123,GK2019,81,102,183,4,0,57.188
1804214,,,,,123,GK2019,85,100,185,3,0,57.812
1804216,,,,,123,GK2019,49,48,97,36,0,30.312
1804217,,,,,123,GK2019,40,43,83,49,0,25.938
1804218,,,,,123,GK2019,45,55,100,33,0,31.25
1804220,,,,,123,GK2019,10,50,60,72,0,18.75
1804221,,,,,123,GK2019,40,35,75,57,0,23.438
1804223,,,,,123,GK2019,15,25,40,92,0,12.5
1804224,,,,,123,GK2019,20,20,40,92,0,12.5
1804225,,,,,123,GK2019,40,35,75,57,0,23.438
1804226,,,,,123,GK2019,10,45,55,77,0,17.188
1804227,,,,,123,GK2019,11,20,31,101,0,9.688
1804228,,,,,123,GK2019,5,15,20,110,0,6.25
1804230,,,,,123,GK2019,16,50,66,66,0,20.625
1804231,,,,,123,GK2019,10,20,30,102,0,9.375
1804232,,,,,123,GK2019,19,56,75,57,0,23.438
1804233,,,,,123,GK2019,20,30,50,82,0,15.625
1804234,,,,,123,GK2019,20,30,50,82,0,15.625
1804235,,,,,123,GK2019,26,25,51,81,0,15.938
1804236,,,,,123,GK2019,25,30,55,77,0,17.188
1804237,,,,,123,GK2019,41,32,73,59,0,22.812
1804238,,,,,123,GK2019,1,45,46,86,0,14.375
1804239,,,,,123,GK2019,5,35,40,92,0,12.5
1804240,,,,,123,GK2019,-5,30,25,107,0,7.812
1804241,,,,,123,GK2019,13,60,73,59,0,22.812
1804242,,,,,123,GK2019,44,43,87,45,0,27.188
1804243,,,,,123,GK2019,29,42,71,61,0,22.188
1804244,,,,,123,GK2019,-5,35,30,102,0,9.375
1804245,,,,,123,GK2019,50,46,96,37,0,30
1804246,,,,,123,GK2019,25,30,55,77,0,17.188
1804247,,,,,123,GK2019,32,60,92,40,0,28.75
1804248,,,,,123,GK2019,55,61,116,22,0,36.25
1804250,,,,,123,GK2019,46,30,76,56,0,23.75
1804251,,,,,123,GK2019,25,0,25,107,0,7.812
1804252,,,,,123,GK2019,56,25,81,51,0,25.312
1804253,,,,,123,GK2019,15,-5,10,117,0,3.125
1804254,,,,,123,GK2019,15,45,60,72,0,18.75
1804255,,,,,123,GK2019,19,43,62,70,0,19.375
1804256,,,,,123,GK2019,45,45,90,42,0,28.125
1804257,,,,,123,GK2019,20,30,50,82,0,15.625
1804258,,,,,123,GK2019,30,30,60,72,0,18.75
1804259,,,,,123,GK2019,50,40,90,42,0,28.125
1804262,,,,,123,GK2019,15,36,51,81,0,15.938
1804264,,,,,123,GK2019,35,15,50,82,0,15.625
1804265,,,,,123,GK2019,26,0,26,106,0,8.125
1804267,,,,,123,GK2019,19,43,62,70,0,19.375
1804268,,,,,123,GK2019,22,26,48,84,0,15
1804269,,,,,123,GK2019,25,15,40,92,0,12.5
1804271,,,,,123,GK2019,-4,22,18,112,0,5.625
1804272,,,,,123,GK2019,6,10,16,114,0,5
1804273,,,,,123,GK2019,40,40,80,52,0,25
1804274,,,,,123,GK2019,25,30,55,77,0,17.188
1804275,,,,,123,GK2019,50,-2,48,84,0,15
1804276,,,,,123,GK2019,25,15,40,92,0,12.5
1804277,,,,,123,GK2019,56,46,102,31,0,31.875
1804278,,,,,123,GK2019,25,50,75,57,0,23.438
1804279,,,,,123,GK2019,50,50,100,33,0,31.25
1804280,,,,,123,GK2019,50,55,105,29,0,32.812
1804281,,,,,123,GK2019,40,50,90,42,0,28.125
1804283,,,,,123,GK2019,16,14,30,102,0,9.375
1804284,,,,,123,GK2019,7,30,37,95,0,11.562
1804285,,,,,123,GK2019,16,18,34,98,0,10.625
1804286,,,,,123,GK2019,5,25,30,102,0,9.375
1804287,,,,,123,GK2019,30,24,54,78,0,16.875
1804288,,,,,123,GK2019,28,36,64,68,0,20
1804289,,,,,123,GK2019,5,25,30,102,0,9.375
1804290,,,,,123,GK2019,15,50,65,67,0,20.312
1804295,,,,,123,GK2019,33,43,76,56,0,23.75
1804299,,,,,123,GK2019,40,35,75,57,0,23.438
1804300,,,,,123,GK2019,14,40,54,78,0,16.875
1804306,,,,,123,GK2019,15,25,40,92,0,12.5
1804308,,,,,123,GK2019,5,12,17,113,0,5.312
1804309,,,,,123,GK2019,20,10,30,102,0,9.375
1804311,,,,,123,GK2019,12,11,23,108,0,7.188
1804313,,,,,123,GK2019,25,16,41,91,0,12.812
1804314,,,,,123,GK2019,22,50,72,60,0,22.5
1804315,,,,,123,GK2019,60,70,130,15,0,40.625
1804317,,,,,123,GK2019,22,42,64,68,0,20
1804318,,,,,123,GK2019,10,-5,5,119,0,1.562
1804319,,,,,123,GK2019,30,45,75,57,0,23.438
1804320,,,,,123,GK2019,42,31,73,59,0,22.812
1804321,,,,,123,GK2019,0,0,0,121,0,0
1804322,,,,,123,GK2019,9,31,40,92,0,12.5
1804323,,,,,123,GK2019,36,32,68,64,0,21.25
1804324,,,,,123,GK2019,25,30,55,77,0,17.188
1804326,,,,,123,GK2019,58,53,111,25,0,34.688
1804328,,,,,123,GK2019,50,60,110,26,0,34.375
1804330,,,,,123,GK2019,55,40,95,38,0,29.688
1804331,,,,,123,GK2019,35,65,100,33,0,31.25
1804332,,,,,123,GK2019,35,75,110,26,0,34.375
1804333,,,,,123,GK2019,45,35,80,52,0,25
1804334,,,,,123,GK2019,10,30,40,92,0,12.5
1804335,,,,,123,GK2019,-4,10,6,118,0,1.875
1804336,,,,,123,GK2019,25,30,55,77,0,17.188
1804337,,,,,123,GK2019,15,35,50,82,0,15.625
1804340,,,,,123,GK2019,26,5,31,101,0,9.688
1804341,,,,,123,GK2019,24,33,57,75,0,17.812
1804342,,,,,123,GK2019,26,10,36,96,0,11.25
1804343,,,,,123,GK2019,-5,5,0,121,0,0
1804344,,,,,123,GK2019,10,40,50,82,0,15.625
1804345,,,,,123,GK2019,27,42,69,63,0,21.562
1804347,,,,,123,GK2019,27,15,42,90,0,13.125
1804348,,,,,123,GK2019,5,45,50,82,0,15.625
1804349,,,,,123,GK2019,25,30,55,77,0,17.188
1804350,,,,,123,GK2019,15,40,55,77,0,17.188
1804351,,,,,123,GK2019,35,25,60,72,0,18.75
1804352,,,,,123,GK2019,53,59,112,24,0,35
1804353,,,,,123,GK2019,38,15,53,79,0,16.562
1804354,,,,,123,GK2019,27,38,65,67,0,20.312
1804355,,,,,123,GK2019,19,29,48,84,0,15
1804356,,,,,123,GK2019,10,10,20,110,0,6.25
1804359,,,,,123,GK2019,17,36,53,79,0,16.562
1804360,,,,,123,GK2019,35,52,87,45,0,27.188
1804362,,,,,123,GK2019,25,48,73,59,0,22.812
1804363,,,,,123,GK2019,25,15,40,92,0,12.5
1804364,,,,,123,GK2019,33,46,79,53,0,24.688
1804365,,,,,123,GK2019,-3,30,27,105,0,8.438
1804366,,,,,123,GK2019,15,45,60,72,0,18.75
1804368,,,,,123,GK2019,15,15,30,102,0,9.375
1804370,,,,,123,GK2019,0,0,0,121,0,0
1804371,,,,,123,GK2019,30,15,45,87,0,14.062
1804372,,,,,123,GK2019,16,10,26,106,0,8.125
1804373,,,,,123,GK2019,5,30,35,97,0,10.938
1804374,,,,,123,GK2019,15,20,35,97,0,10.938
1804375,,,,,123,GK2019,35,30,65,67,0,20.312
1804376,,,,,123,GK2019,43,21,64,68,0,20
1804377,,,,,123,GK2019,8,51,59,73,0,18.438
1804379,,,,,123,GK2019,25,30,55,77,0,17.188
1804381,,,,,123,GK2019,20,50,70,62,0,21.875
1804383,,,,,123,GK2019,32,70,102,31,0,31.875
1804385,,,,,123,GK2019,23,19,42,90,0,13.125
1804386,,,,,123,GK2019,19,40,59,73,0,18.438
1804390,,,,,123,GK2019,14,18,32,100,0,10
1804391,,,,,123,GK2019,55,25,80,52,0,25
1804394,,,,,123,GK2019,35,45,80,52,0,25
1804397,,,,,123,GK2019,35,30,65,67,0,20.312
1804398,,,,,123,GK2019,25,0,25,107,0,7.812
1804399,,,,,123,GK2019,24,5,29,103,0,9.062
1804400,,,,,123,GK2019,20,30,50,82,0,15.625
1804403,,,,,123,GK2019,69,66,135,14,0,42.188
1804404,,,,,123,GK2019,40,-4,36,96,0,11.25
1804405,,,,,123,GK2019,17,44,61,71,0,19.062
1804406,,,,,123,GK2019,23,17,40,92,0,12.5
1804407,,,,,123,GK2019,20,25,45,87,0,14.062
1804408,,,,,123,GK2019,15,46,61,71,0,19.062
1804409,,,,,123,GK2019,44,39,83,49,0,25.938
1804410,,,,,123,GK2019,28,12,40,92,0,12.5
1804411,,,,,123,GK2019,35,16,51,81,0,15.938
1804412,,,,,123,GK2019,8,14,22,109,0,6.875
1804413,,,,,123,GK2019,20,50,70,62,0,21.875
1804414,,,,,123,GK2019,30,60,90,42,0,28.125
1804415,,,,,123,GK2019,38,37,75,57,0,23.438
1804416,,,,,123,GK2019,25,40,65,67,0,20.312
1804417,,,,,123,GK2019,38,48,86,46,0,26.875
1804419,,,,,123,GK2019,33,26,59,73,0,18.438
1804420,,,,,123,GK2019,-5,40,35,97,0,10.938
1804421,,,,,123,GK2019,45,30,75,57,0,23.438
1804422,,,,,123,GK2019,0,20,20,110,0,6.25
1804423,,,,,123,GK2019,10,20,30,102,0,9.375
1804426,,,,,123,GK2019,35,40,75,57,0,23.438
1804427,,,,,123,GK2019,35,20,55,77,0,17.188
1804428,,,,,123,GK2019,25,10,35,97,0,10.938
1804430,,,,,123,GK2019,43,53,96,37,0,30
1804431,,,,,123,GK2019,44,57,101,32,0,31.562
1804432,,,,,123,GK2019,21,35,56,76,0,17.5
1804433,,,,,123,GK2019,-5,35,30,102,0,9.375
1804434,,,,,123,GK2019,6,21,27,105,0,8.438
1804436,,,,,123,GK2019,36,53,89,43,0,27.812
1804438,,,,,123,GK2019,42,3,45,87,0,14.062
1804440,,,,,123,GK2019,28,26,54,78,0,16.875
1804441,,,,,123,GK2019,36,44,80,52,0,25
1804442,,,,,123,GK2019,2,29,31,101,0,9.688
1804443,,,,,123,GK2019,-14,9,-5,122,0,0
1804446,,,,,123,GK2019,15,20,35,97,0,10.938
1804449,,,,,123,GK2019,20,30,50,82,0,15.625
1804452,,,,,123,GK2019,12,22,34,98,0,10.625
1804453,,,,,123,GK2019,30,40,70,62,0,21.875
1804454,,,,,123,GK2019,47,5,52,80,0,16.25
1804455,,,,,123,GK2019,32,30,62,70,0,19.375
1804457,,,,,123,GK2019,35,45,80,52,0,25
1804458,,,,,123,GK2019,25,45,70,62,0,21.875
1804460,,,,,123,GK2019,10,35,45,87,0,14.062
1804461,,,,,123,GK2019,11,18,29,103,0,9.062
1804462,,,,,123,GK2019,0,20,20,110,0,6.25
1804463,,,,,123,GK2019,35,45,80,52,0,25
1804464,,,,,123,GK2019,30,6,36,96,0,11.25
1804465,,,,,123,GK2019,30,20,50,82,0,15.625
1804467,,,,,123,GK2019,15,40,55,77,0,17.188
1804469,,,,,123,GK2019,16,20,36,96,0,11.25
1804471,,,,,123,GK2019,55,45,100,33,0,31.25
1804472,,,,,123,GK2019,15,35,50,82,0,15.625
1804474,,,,,123,GK2019,15,15,30,102,0,9.375
1804475,,,,,123,GK2019,-5,15,10,117,0,3.125
1804476,,,,,123,GK2019,25,40,65,67,0,20.312
1804477,,,,,123,GK2019,30,35,65,67,0,20.312
1804478,,,,,123,GK2019,12,36,48,84,0,15
1804480,,,,,123,GK2019,32,35,67,65,0,20.938
1804481,,,,,123,GK2019,-15,35,20,110,0,6.25
1804482,,,,,123,GK2019,20,16,36,96,0,11.25
1804487,,,,,123,GK2019,30,30,60,72,0,18.75
1804488,,,,,123,GK2019,-5,0,-5,122,0,0
1804489,,,,,123,GK2019,0,15,15,115,0,4.688
1804490,,,,,123,GK2019,20,33,53,79,0,16.562
1804491,,,,,123,GK2019,27,0,27,105,0,8.438
1804492,,,,,123,GK2019,5,30,35,97,0,10.938
1804493,,,,,123,GK2019,25,35,60,72,0,18.75
1804494,,,,,123,GK2019,-5,45,40,92,0,12.5
1804495,,,,,123,GK2019,29,35,64,68,0,20
1804498,,,,,123,GK2019,35,40,75,57,0,23.438
1804499,,,,,123,GK2019,45,35,80,52,0,25
1804501,,,,,123,GK2019,30,30,60,72,0,18.75
1804502,,,,,123,GK2019,35,75,110,26,0,34.375
1804503,,,,,123,GK2019,10,60,70,62,0,21.875
1804504,,,,,123,GK2019,22,65,87,45,0,27.188
1804506,,,,,123,GK2019,25,40,65,67,0,20.312
1804507,,,,,123,GK2019,10,10,20,110,0,6.25
1804508,,,,,123,GK2019,51,25,76,56,0,23.75
1804509,,,,,123,GK2019,30,31,61,71,0,19.062
1804510,,,,,123,GK2019,20,50,70,62,0,21.875
1804511,,,,,123,GK2019,40,30,70,62,0,21.875
1804513,,,,,123,GK2019,20,25,45,87,0,14.062
1804515,,,,,123,GK2019,10,51,61,71,0,19.062
1804516,,,,,123,GK2019,10,20,30,102,0,9.375
1804517,,,,,123,GK2019,25,5,30,102,0,9.375
1804518,,,,,123,GK2019,12,26,38,94,0,11.875
1804519,,,,,123,GK2019,50,65,115,23,0,35.938
1804520,,,,,123,GK2019,35,45,80,52,0,25
1804521,,,,,123,GK2019,45,40,85,47,0,26.562
1804522,,,,,123,GK2019,35,20,55,77,0,17.188
1804523,,,,,123,GK2019,50,35,85,47,0,26.562
1804524,,,,,123,GK2019,40,65,105,29,0,32.812
1804525,,,,,123,GK2019,37,38,75,57,0,23.438
1804526,,,,,123,GK2019,20,60,80,52,0,25
1804527,,,,,123,GK2019,35,20,55,77,0,17.188
1804529,,,,,123,GK2019,15,40,55,77,0,17.188
1804530,,,,,123,GK2019,21,12,33,99,0,10.312
1804532,,,,,123,GK2019,6,24,30,102,0,9.375
1804535,,,,,123,GK2019,55,60,115,23,0,35.938
1804536,,,,,123,GK2019,30,0,30,102,0,9.375
1804538,,,,,123,GK2019,17,29,46,86,0,14.375
1804539,,,,,123,GK2019,10,40,50,82,0,15.625
1804541,,,,,123,GK2019,1,35,36,96,0,11.25
1804545,,,,,123,GK2019,22,37,59,73,0,18.438
1804549,,,,,123,GK2019,15,5,20,110,0,6.25
1804552,,,,,123,GK2019,25,41,66,66,0,20.625
1804554,,,,,123,GK2019,30,0,30,102,0,9.375
1804556,,,,,123,GK2019,15,30,45,87,0,14.062
1804557,,,,,123,GK2019,15,20,35,97,0,10.938
1804558,,,,,123,GK2019,9,21,30,102,0,9.375
1804559,,,,,123,GK2019,70,90,160,6,0,50
1804561,,,,,123,GK2019,45,50,95,38,0,29.688
1804562,,,,,123,GK2019,38,14,52,80,0,16.25
1804563,,,,,123,GK2019,30,35,65,67,0,20.312
1804564,,,,,123,GK2019,20,18,38,94,0,11.875
1804565,,,,,123,GK2019,35,40,75,57,0,23.438
1804566,,,,,123,GK2019,25,25,50,82,0,15.625
1804567,,,,,123,GK2019,25,5,30,102,0,9.375
1804569,,,,,123,GK2019,60,90,150,7,0,46.875
1804570,,,,,123,GK2019,50,90,140,11,0,43.75
1804571,,,,,123,GK2019,35,60,95,38,0,29.688
1804572,,,,,123,GK2019,35,55,90,42,0,28.125
1804574,,,,,123,GK2019,25,55,80,52,0,25
1804575,,,,,123,GK2019,44,55,99,34,0,30.938
1804576,,,,,123,GK2019,35,50,85,47,0,26.562
1804577,,,,,123,GK2019,15,20,35,97,0,10.938
1804579,,,,,123,GK2019,20,20,40,92,0,12.5
1804580,,,,,123,GK2019,20,40,60,72,0,18.75
1804581,,,,,123,GK2019,1,40,41,91,0,12.812
1804582,,,,,123,GK2019,0,30,30,102,0,9.375
1804583,,,,,123,GK2019,40,35,75,57,0,23.438
1804584,,,,,123,GK2019,24,46,70,62,0,21.875
1804586,,,,,123,GK2019,45,40,85,47,0,26.562
1804587,,,,,123,GK2019,27,75,102,31,0,31.875
1804592,,,,,123,GK2019,35,45,80,52,0,25
1804593,,,,,123,GK2019,45,101,146,10,0,45.625
1804594,,,,,123,GK2019,15,25,40,92,0,12.5
1804595,,,,,123,GK2019,55,30,85,47,0,26.562
1804596,,,,,123,GK2019,17,48,65,67,0,20.312
1804597,,,,,123,GK2019,36,41,77,55,0,24.062
1804598,,,,,123,GK2019,31,25,56,76,0,17.5
1804600,,,,,123,GK2019,17,16,33,99,0,10.312
1804602,,,,,123,GK2019,37,15,52,80,0,16.25
1804604,,,,,123,GK2019,20,50,70,62,0,21.875
1804605,,,,,123,GK2019,5,50,55,77,0,17.188
1804608,,,,,123,GK2019,39,59,98,35,0,30.625
1804609,,,,,123,GK2019,-5,17,12,116,0,3.75
1804610,,,,,123,GK2019,25,10,35,97,0,10.938
1804612,,,,,123,GK2019,30,7,37,95,0,11.562
1804613,,,,,123,GK2019,0,10,10,117,0,3.125
1804614,,,,,123,GK2019,35,15,50,82,0,15.625
1804616,,,,,123,GK2019,68,19,87,45,0,27.188
1804617,,,,,123,GK2019,10,-15,-5,122,0,0
1804618,,,,,123,GK2019,15,40,55,77,0,17.188
1804621,,,,,123,GK2019,23,32,55,77,0,17.188
1804622,,,,,123,GK2019,27,36,63,69,0,19.688
1804626,,,,,123,GK2019,27,48,75,57,0,23.438
1804627,,,,,123,GK2019,29,32,61,71,0,19.062
1804629,,,,,123,GK2019,25,30,55,77,0,17.188
1804630,,,,,123,GK2019,5,-15,-10,124,0,0
1804631,,,,,123,GK2019,10,30,40,92,0,12.5
1804632,,,,,123,GK2019,25,30,55,77,0,17.188
1804633,,,,,123,GK2019,22,27,49,83,0,15.312
1804635,,,,,123,GK2019,23,21,44,88,0,13.75
1804636,,,,,123,GK2019,29,28,57,75,0,17.812
1804637,,,,,123,GK2019,-5,15,10,117,0,3.125
1804639,,,,,123,GK2019,8,15,23,108,0,7.188
1804640,,,,,123,GK2019,67,49,116,22,0,36.25
1804643,,,,,123,GK2019,20,40,60,72,0,18.75
1804645,,,,,123,GK2019,19,53,72,60,0,22.5
1804647,,,,,123,GK2019,40,60,100,33,0,31.25
1804648,,,,,123,GK2019,11,14,25,107,0,7.812
1804649,,,,,123,GK2019,20,18,38,94,0,11.875
1804654,,,,,123,GK2019,16,18,34,98,0,10.625
1804655,,,,,123,GK2019,35,11,46,86,0,14.375
1804656,,,,,123,GK2019,20,20,40,92,0,12.5
1804657,,,,,123,GK2019,24,40,64,68,0,20
1804658,,,,,123,GK2019,20,13,33,99,0,10.312
1804659,,,,,123,GK2019,50,45,95,38,0,29.688
1804662,,,,,123,GK2019,21,31,52,80,0,16.25
1804664,,,,,123,GK2019,-10,20,10,117,0,3.125
1804665,,,,,123,GK2019,50,70,120,20,0,37.5
1804666,,,,,123,GK2019,30,35,65,67,0,20.312
1804671,,,,,123,GK2019,35,15,50,82,0,15.625
1804672,,,,,123,GK2019,41,40,81,51,0,25.312
1804674,,,,,123,GK2019,18,30,48,84,0,15
1804678,,,,,123,GK2019,15,10,25,107,0,7.812
1804679,,,,,123,GK2019,15,-5,10,117,0,3.125
1804681,,,,,123,GK2019,20,20,40,92,0,12.5
1804682,,,,,123,GK2019,25,50,75,57,0,23.438
1804688,,,,,123,GK2019,30,43,73,59,0,22.812
1804689,,,,,123,GK2019,0,40,40,92,0,12.5
1804690,,,,,123,GK2019,52,46,98,35,0,30.625
1804692,,,,,123,GK2019,47,51,98,35,0,30.625
1804693,,,,,123,GK2019,30,25,55,77,0,17.188
1804694,,,,,123,GK2019,20,35,55,77,0,17.188
1804695,,,,,123,GK2019,70,55,125,17,0,39.062
1804697,,,,,123,GK2019,-10,25,15,115,0,4.688
1804698,,,,,123,GK2019,0,86,86,46,0,26.875
1804699,,,,,123,GK2019,28,60,88,44,0,27.5
1804700,,,,,123,GK2019,5,47,52,80,0,16.25
1804701,,,,,123,GK2019,25,20,45,87,0,14.062
1804702,,,,,123,GK2019,23,78,101,32,0,31.562
1804703,,,,,123,GK2019,40,86,126,16,0,39.375
1804704,,,,,123,GK2019,48,57,105,29,0,32.812
1804705,,,,,123,GK2019,55,55,110,26,0,34.375
1804707,,,,,123,GK2019,30,30,60,72,0,18.75
1804708,,,,,123,GK2019,9,22,31,101,0,9.688
1804709,,,,,123,GK2019,27,31,58,74,0,18.125
1804712,,,,,123,GK2019,15,-10,5,119,0,1.562
1804715,,,,,123,GK2019,29,41,70,62,0,21.875
1804717,,,,,123,GK2019,15,30,45,87,0,14.062
1804718,,,,,123,GK2019,25,80,105,29,0,32.812
1804720,,,,,123,GK2019,45,45,90,42,0,28.125
1804722,,,,,123,GK2019,2,30,32,100,0,10
1804724,,,,,123,GK2019,22,17,39,93,0,12.188
1804726,,,,,123,GK2019,66,57,123,18,0,38.438
1804727,,,,,123,GK2019,40,65,105,29,0,32.812
1804729,,,,,123,GK2019,85,82,167,5,0,52.188
1804730,,,,,123,GK2019,65,51,116,22,0,36.25
1804732,,,,,123,GK2019,25,28,53,79,0,16.562
1804734,,,,,123,GK2019,23,30,53,79,0,16.562
1804735,,,,,123,GK2019,14,26,40,92,0,12.5
1804736,,,,,123,GK2019,26,26,52,80,0,16.25
1804737,,,,,123,GK2019,34,60,94,39,0,29.375
1804739,,,,,123,GK2019,40,65,105,29,0,32.812
1804740,,,,,123,GK2019,15,30,45,87,0,14.062
1804741,,,,,123,GK2019,23,32,55,77,0,17.188
1804742,,,,,123,GK2019,27,17,44,88,0,13.75
1804744,,,,,123,GK2019,24,24,48,84,0,15
1804745,,,,,123,GK2019,26,0,26,106,0,8.125
1804747,,,,,123,GK2019,31,52,83,49,0,25.938
1804748,,,,,123,GK2019,35,35,70,62,0,21.875
1804749,,,,,123,GK2019,61,75,136,13,0,42.5
1804750,,,,,123,GK2019,20,25,45,87,0,14.062
1804752,,,,,123,GK2019,45,35,80,52,0,25
1804753,,,,,123,GK2019,70,25,95,38,0,29.688
1804754,,,,,123,GK2019,40,15,55,77,0,17.188
1804756,,,,,123,GK2019,34,60,94,39,0,29.375
1804757,,,,,123,GK2019,15,60,75,57,0,23.438
1804758,,,,,123,GK2019,36,29,65,67,0,20.312
1804760,,,,,123,GK2019,25,50,75,57,0,23.438
1804762,,,,,123,GK2019,-5,50,45,87,0,14.062
1804763,,,,,123,GK2019,15,25,40,92,0,12.5
1804764,,,,,123,GK2019,25,30,55,77,0,17.188
1804765,,,,,123,GK2019,35,45,80,52,0,25
1804766,,,,,123,GK2019,50,47,97,36,0,30.312
1804768,,,,,123,GK2019,70,30,100,33,0,31.25
1804769,,,,,123,GK2019,25,25,50,82,0,15.625
1804771,,,,,123,GK2019,12,6,18,112,0,5.625
1804772,,,,,123,GK2019,15,40,55,77,0,17.188
1804773,,,,,123,GK2019,8,38,46,86,0,14.375
1804774,,,,,123,GK2019,19,19,38,94,0,11.875
1804775,,,,,123,GK2019,40,35,75,57,0,23.438
1804776,,,,,123,GK2019,30,25,55,77,0,17.188
1804777,,,,,123,GK2019,32,20,52,80,0,16.25
1804780,,,,,123,GK2019,50,25,75,57,0,23.438
1804782,,,,,123,GK2019,50,46,96,37,0,30
1804783,,,,,123,GK2019,10,45,55,77,0,17.188
1804784,,,,,123,GK2019,0,-5,-5,122,0,0
1804785,,,,,123,GK2019,65,30,95,38,0,29.688
1804786,,,,,123,GK2019,28,78,106,28,0,33.125
1804787,,,,,123,GK2019,70,60,130,15,0,40.625
1804790,,,,,123,GK2019,42,37,79,53,0,24.688
1804791,,,,,123,GK2019,12,62,74,58,0,23.125
1804792,,,,,123,GK2019,25,30,55,77,0,17.188
1804793,,,,,123,GK2019,25,57,82,50,0,25.625
1804795,,,,,123,GK2019,9,63,72,60,0,22.5
1804796,,,,,123,GK2019,15,40,55,77,0,17.188
1804797,,,,,123,GK2019,13,12,25,107,0,7.812
1804798,,,,,123,GK2019,6,17,23,108,0,7.188
1804799,,,,,123,GK2019,16,54,70,62,0,21.875
1804800,,,,,123,GK2019,30,11,41,91,0,12.812
1804801,,,,,123,GK2019,45,55,100,33,0,31.25
1804802,,,,,123,GK2019,33,19,52,80,0,16.25
1804803,,,,,123,GK2019,5,-5,0,121,0,0
1804804,,,,,123,GK2019,40,55,95,38,0,29.688
1804805,,,,,123,GK2019,40,40,80,52,0,25
1804806,,,,,123,GK2019,15,35,50,82,0,15.625
1804807,,,,,123,GK2019,56,27,83,49,0,25.938
1804809,,,,,123,GK2019,5,45,50,82,0,15.625
1804810,,,,,123,GK2019,49,69,118,21,0,36.875
1804811,,,,,123,GK2019,20,25,45,87,0,14.062
1804812,,,,,123,GK2019,20,35,55,77,0,17.188
1804813,,,,,123,GK2019,40,54,94,39,0,29.375
1804814,,,,,123,GK2019,26,20,46,86,0,14.375
1804815,,,,,123,GK2019,24,20,44,88,0,13.75
1804816,,,,,123,GK2019,32,53,85,47,0,26.562
1804817,,,,,123,GK2019,25,30,55,77,0,17.188
1804818,,,,,123,GK2019,41,55,96,37,0,30
1804820,,,,,123,GK2019,13,48,61,71,0,19.062
1804821,,,,,123,GK2019,21,42,63,69,0,19.688
1804822,,,,,123,GK2019,32,26,58,74,0,18.125
1804823,,,,,123,GK2019,30,15,45,87,0,14.062
1804824,,,,,123,GK2019,0,31,31,101,0,9.688
1804825,,,,,123,GK2019,10,33,43,89,0,13.438
1804826,,,,,123,GK2019,21,18,39,93,0,12.188
1804827,,,,,123,GK2019,30,56,86,46,0,26.875
1804828,,,,,123,GK2019,59,37,96,37,0,30
1804829,,,,,123,GK2019,38,41,79,53,0,24.688
1804830,,,,,123,GK2019,25,55,80,52,0,25
