candidate id,candidate name,father,group,other,test id,test,current affairs,general science,total,test rank,group rank,percentage
1804831,,,,,123,GK2019,10,20,30,102,0,9.375
1804832,,,,,123,GK2019,20,33,53,79,0,16.562
1804833,,,,,123,GK2019,24,35,59,73,0,18.438
1804834,,,,,123,GK2019,10,30,40,92,0,12.5
1804835,,,,,123,GK2019,14,11,25,107,0,7.812
1804837,,,,,123,GK2019,5,25,30,102,0,9.375
1804838,,,,,123,GK2019,10,25,35,97,0,10.938
1804840,,,,,123,GK2019,20,30,50,82,0,15.625
1804841,,,,,123,GK2019,5,35,40,92,0,12.5
1804844,,,,,123,GK2019,43,30,73,59,0,22.812
1804847,,,,,123,GK2019,25,35,60,72,0,18.75
1804848,,,,,123,GK2019,15,30,45,87,0,14.062
1804851,,,,,123,GK2019,35,15,50,82,0,15.625
1804852,,,,,123,GK2019,15,47,62,70,0,19.375
1804853,,,,,123,GK2019,30,20,50,82,0,15.625
1804854,,,,,123,GK2019,20,5,25,107,0,7.812
1804855,,,,,123,GK2019,0,35,35,97,0,10.938
1804856,,,,,123,GK2019,30,14,44,88,0,13.75
1804857,,,,,123,GK2019,20,26,46,86,0,14.375
1804858,,,,,123,GK2019,26,6,32,100,0,10
1804859,,,,,123,GK2019,28,43,71,61,0,22.188
1804862,,,,,123,GK2019,25,45,70,62,0,21.875
1804863,,,,,123,GK2019,40,36,76,56,0,23.75
1804864,,,,,123,GK2019,45,60,105,29,0,32.812
1804865,,,,,123,GK2019,36,11,47,85,0,14.688
1804866,,,,,123,GK2019,21,38,59,73,0,18.438
1804867,,,,,123,GK2019,18,29,47,85,0,14.688
1804868,,,,,123,GK2019,15,20,35,97,0,10.938
1804869,,,,,123,GK2019,10,35,45,87,0,14.062
1804872,,,,,123,GK2019,11,30,41,91,0,12.812
1804873,,,,,123,GK2019,37,40,77,55,0,24.062
1804874,,,,,123,GK2019,20,5,25,107,0,7.812
1804875,,,,,123,GK2019,25,50,75,57,0,23.438
1804876,,,,,123,GK2019,-5,50,45,87,0,14.062
1804877,,,,,123,GK2019,28,26,54,78,0,16.875
1804878,,,,,123,GK2019,10,40,50,82,0,15.625
1804879,,,,,123,GK2019,31,38,69,63,0,21.562
1804882,,,,,123,GK2019,35,40,75,57,0,23.438
1804883,,,,,123,GK2019,11,33,44,88,0,13.75
1804884,,,,,123,GK2019,10,45,55,77,0,17.188
1804885,,,,,123,GK2019,5,40,45,87,0,14.062
1804886,,,,,123,GK2019,25,15,40,92,0,12.5
1804887,,,,,123,GK2019,25,75,100,33,0,31.25
1804888,,,,,123,GK2019,52,64,116,22,0,36.25
1804889,,,,,123,GK2019,33,16,49,83,0,15.312
1804890,,,,,123,GK2019,17,16,33,99,0,10.312
1804891,,,,,123,GK2019,24,52,76,56,0,23.75
1804893,,,,,123,GK2019,40,37,77,55,0,24.062
1804894,,,,,123,GK2019,50,60,110,26,0,34.375
1804896,,,,,123,GK2019,52,35,87,45,0,27.188
1804897,,,,,123,GK2019,10,35,45,87,0,14.062
1804899,,,,,123,GK2019,22,33,55,77,0,17.188
1804900,,,,,123,GK2019,26,35,61,71,0,19.062
1804901,,,,,123,GK2019,35,20,55,77,0,17.188
1804902,,,,,123,GK2019,10,16,26,106,0,8.125
1804903,,,,,123,GK2019,50,73,123,18,0,38.438
1804904,,,,,123,GK2019,25,20,45,87,0,14.062
1804905,,,,,123,GK2019,10,15,25,107,0,7.812
1804906,,,,,123,GK2019,35,40,75,57,0,23.438
1804908,,,,,123,GK2019,-10,41,31,101,0,9.688
1804909,,,,,123,GK2019,38,15,53,79,0,16.562
1804910,,,,,123,GK2019,32,18,50,82,0,15.625
1804911,,,,,123,GK2019,20,32,52,80,0,16.25
1804914,,,,,123,GK2019,20,30,50,82,0,15.625
1804917,,,,,123,GK2019,24,59,83,49,0,25.938
1804921,,,,,123,GK2019,-5,50,45,87,0,14.062
1804922,,,,,123,GK2019,35,30,65,67,0,20.312
1804925,,,,,123,GK2019,19,23,42,90,0,13.125
1804928,,,,,123,GK2019,30,36,66,66,0,20.625
1804932,,,,,123,GK2019,36,55,91,41,0,28.438
1804933,,,,,123,GK2019,20,20,40,92,0,12.5
1804935,,,,,123,GK2019,10,15,25,107,0,7.812
1804936,,,,,123,GK2019,-10,50,40,92,0,12.5
1804937,,,,,123,GK2019,30,30,60,72,0,18.75
1804939,,,,,123,GK2019,21,30,51,81,0,15.938
1804943,,,,,123,GK2019,15,30,45,87,0,14.062
1804944,,,,,123,GK2019,35,25,60,72,0,18.75
1804945,,,,,123,GK2019,60,50,110,26,0,34.375
1804946,,,,,123,GK2019,35,45,80,52,0,25
1804947,,,,,123,GK2019,40,25,65,67,0,20.312
1804948,,,,,123,GK2019,25,35,60,72,0,18.75
1804951,,,,,123,GK2019,17,15,32,100,0,10
1804952,,,,,123,GK2019,65,36,101,32,0,31.562
1804953,,,,,123,GK2019,45,20,65,67,0,20.312
1804954,,,,,123,GK2019,15,21,36,96,0,11.25
1804955,,,,,123,GK2019,25,20,45,87,0,14.062
1804956,,,,,123,GK2019,52,64,116,22,0,36.25
1804957,,,,,123,GK2019,40,67,107,27,0,33.438
1804959,,,,,123,GK2019,20,30,50,82,0,15.625
1804960,,,,,123,GK2019,35,14,49,83,0,15.312
1804961,,,,,123,GK2019,48,18,66,66,0,20.625
1804963,,,,,123,GK2019,25,20,45,87,0,14.062
1804965,,,,,123,GK2019,20,30,50,82,0,15.625
1804967,,,,,123,GK2019,5,65,70,62,0,21.875
1804971,,,,,123,GK2019,15,25,40,92,0,12.5
1804972,,,,,123,GK2019,55,10,65,67,0,20.312
1804973,,,,,123,GK2019,108,98,206,1,0,64.375
1804974,,,,,123,GK2019,30,35,65,67,0,20.312
1804975,,,,,123,GK2019,35,35,70,62,0,21.875
1804976,,,,,123,GK2019,38,35,73,59,0,22.812
1804978,,,,,123,GK2019,10,18,28,104,0,8.75
1804979,,,,,123,GK2019,30,30,60,72,0,18.75
1804980,,,,,123,GK2019,30,15,45,87,0,14.062
1804983,,,,,123,GK2019,30,10,40,92,0,12.5
1804984,,,,,123,GK2019,21,28,49,83,0,15.312
1804986,,,,,123,GK2019,15,35,50,82,0,15.625
1804989,,,,,123,GK2019,40,14,54,78,0,16.875
1804990,,,,,123,GK2019,25,30,55,77,0,17.188
1804991,,,,,123,GK2019,30,30,60,72,0,18.75
1804992,,,,,123,GK2019,10,25,35,97,0,10.938
1804993,,,,,123,GK2019,40,16,56,76,0,17.5
1804996,,,,,123,GK2019,29,47,76,56,0,23.75
1804997,,,,,123,GK2019,40,40,80,52,0,25
1804999,,,,,123,GK2019,25,25,50,82,0,15.625
1805003,,,,,123,GK2019,37,28,65,67,0,20.312
1805004,,,,,123,GK2019,23,61,84,48,0,26.25
1805006,,,,,123,GK2019,27,26,53,79,0,16.562
1805007,,,,,123,GK2019,11,45,56,76,0,17.5
1805010,,,,,123,GK2019,36,25,61,71,0,19.062
1805011,,,,,123,GK2019,35,21,56,76,0,17.5
1805012,,,,,123,GK2019,10,10,20,110,0,6.25
1805014,,,,,123,GK2019,31,11,42,90,0,13.125
1805016,,,,,123,GK2019,14,20,34,98,0,10.625
1805020,,,,,123,GK2019,50,56,106,28,0,33.125
1805021,,,,,123,GK2019,40,26,66,66,0,20.625
1805023,,,,,123,GK2019,35,45,80,52,0,25
1805024,,,,,123,GK2019,8,21,29,103,0,9.062
1805025,,,,,123,GK2019,10,6,16,114,0,5
1805027,,,,,123,GK2019,30,55,85,47,0,26.562
1805028,,,,,123,GK2019,15,30,45,87,0,14.062
1805029,,,,,123,GK2019,25,40,65,67,0,20.312
1805030,,,,,123,GK2019,10,31,41,91,0,12.812
1805031,,,,,123,GK2019,20,27,47,85,0,14.688
1805032,,,,,123,GK2019,40,55,95,38,0,29.688
1805034,,,,,123,GK2019,19,24,43,89,0,13.438
1805035,,,,,123,GK2019,33,45,78,54,0,24.375
1805036,,,,,123,GK2019,53,51,104,30,0,32.5
1805037,,,,,123,GK2019,25,40,65,67,0,20.312
1805038,,,,,123,GK2019,15,10,25,107,0,7.812
1805039,,,,,123,GK2019,20,26,46,86,0,14.375
1805040,,,,,123,GK2019,25,5,30,102,0,9.375
1805041,,,,,123,GK2019,34,17,51,81,0,15.938
1805042,,,,,123,GK2019,20,20,40,92,0,12.5
1805043,,,,,123,GK2019,20,15,35,97,0,10.938
1805044,,,,,123,GK2019,10,15,25,107,0,7.812
1805046,,,,,123,GK2019,20,25,45,87,0,14.062
1805047,,,,,123,GK2019,26,53,79,53,0,24.688
1805048,,,,,123,GK2019,25,40,65,67,0,20.312
1805050,,,,,123,GK2019,48,74,122,19,0,38.125
1805051,,,,,123,GK2019,56,66,122,19,0,38.125
1805052,,,,,123,GK2019,35,60,95,38,0,29.688
1805053,,,,,123,GK2019,35,36,71,61,0,22.188
1805054,,,,,123,GK2019,5,15,20,110,0,6.25
1805056,,,,,123,GK2019,15,18,33,99,0,10.312
1805057,,,,,123,GK2019,35,27,62,70,0,19.375
1805060,,,,,123,GK2019,5,-14,-9,123,0,0
1805063,,,,,123,GK2019,6,16,22,109,0,6.875
1805064,,,,,123,GK2019,5,20,25,107,0,7.812
1805065,,,,,123,GK2019,30,45,75,57,0,23.438
1805066,,,,,123,GK2019,10,6,16,114,0,5
1805067,,,,,123,GK2019,14,26,40,92,0,12.5
1805070,,,,,123,GK2019,15,30,45,87,0,14.062
1805072,,,,,123,GK2019,30,45,75,57,0,23.438
1805073,,,,,123,GK2019,15,30,45,87,0,14.062
1805074,,,,,123,GK2019,30,10,40,92,0,12.5
1805075,,,,,123,GK2019,10,10,20,110,0,6.25
1805077,,,,,123,GK2019,55,16,71,61,0,22.188
1805078,,,,,123,GK2019,30,55,85,47,0,26.562
1805079,,,,,123,GK2019,30,42,72,60,0,22.5
1805084,,,,,123,GK2019,25,35,60,72,0,18.75
1805085,,,,,123,GK2019,20,40,60,72,0,18.75
1805086,,,,,123,GK2019,36,39,75,57,0,23.438
1805087,,,,,123,GK2019,-10,11,1,120,0,0.312
1805088,,,,,123,GK2019,5,15,20,110,0,6.25
1805089,,,,,123,GK2019,53,94,147,9,0,45.938
1805090,,,,,123,GK2019,10,31,41,91,0,12.812
1805091,,,,,123,GK2019,38,30,68,64,0,21.25
1805093,,,,,123,GK2019,58,90,148,8,0,46.25
1805094,,,,,123,GK2019,20,35,55,77,0,17.188
1805095,,,,,123,GK2019,0,0,0,121,0,0
1805096,,,,,123,GK2019,58,26,84,48,0,26.25
1805097,,,,,123,GK2019,40,55,95,38,0,29.688
1805099,,,,,123,GK2019,25,45,70,62,0,21.875
1805100,,,,,123,GK2019,10,12,22,109,0,6.875
1805102,,,,,123,GK2019,40,50,90,42,0,28.125
1805103,,,,,123,GK2019,10,17,27,105,0,8.438
1805104,,,,,123,GK2019,11,51,62,70,0,19.375
1805105,,,,,123,GK2019,15,20,35,97,0,10.938
1805106,,,,,123,GK2019,35,50,85,47,0,26.562
1805109,,,,,123,GK2019,11,21,32,100,0,10
1805111,,,,,123,GK2019,8,17,25,107,0,7.812
1805117,,,,,123,GK2019,60,34,94,39,0,29.375
1805122,,,,,123,GK2019,11,-10,1,120,0,0.312
1805123,,,,,123,GK2019,50,26,76,56,0,23.75
1805124,,,,,123,GK2019,31,42,73,59,0,22.812
1805127,,,,,123,GK2019,15,60,75,57,0,23.438
1805128,,,,,123,GK2019,30,40,70,62,0,21.875
1805130,,,,,123,GK2019,8,20,28,104,0,8.75
1805131,,,,,123,GK2019,24,24,48,84,0,15
1805132,,,,,123,GK2019,35,31,66,66,0,20.625
1805133,,,,,123,GK2019,14,28,42,90,0,13.125
1805134,,,,,123,GK2019,0,30,30,102,0,9.375
1805135,,,,,123,GK2019,11,8,19,111,0,5.938
1805137,,,,,123,GK2019,26,33,59,73,0,18.438
1805141,,,,,123,GK2019,31,33,64,68,0,20
1805143,,,,,123,GK2019,10,45,55,77,0,17.188
1805146,,,,,123,GK2019,15,60,75,57,0,23.438
1805150,,,,,123,GK2019,80,25,105,29,0,32.812
1805151,,,,,123,GK2019,30,67,97,36,0,30.312
1805154,,,,,123,GK2019,48,39,87,45,0,27.188
1805155,,,,,123,GK2019,15,30,45,87,0,14.062
1805157,,,,,123,GK2019,50,65,115,23,0,35.938
1805159,,,,,123,GK2019,15,10,25,107,0,7.812
1805161,,,,,123,GK2019,18,19,37,95,0,11.562
1805167,,,,,123,GK2019,30,31,61,71,0,19.062
1805168,,,,,123,GK2019,36,40,76,56,0,23.75
1805171,,,,,123,GK2019,-15,25,10,117,0,3.125
1805173,,,,,123,GK2019,10,30,40,92,0,12.5
1805175,,,,,123,GK2019,45,15,60,72,0,18.75
1805176,,,,,123,GK2019,25,45,70,62,0,21.875
1805177,,,,,123,GK2019,30,40,70,62,0,21.875
1805178,,,,,123,GK2019,30,15,45,87,0,14.062
1805179,,,,,123,GK2019,25,35,60,72,0,18.75
1805180,,,,,123,GK2019,25,60,85,47,0,26.562
1805182,,,,,123,GK2019,30,15,45,87,0,14.062
1805183,,,,,123,GK2019,20,35,55,77,0,17.188
1805184,,,,,123,GK2019,35,30,65,67,0,20.312
1805185,,,,,123,GK2019,22,25,47,85,0,14.688
1805186,,,,,123,GK2019,20,0,20,110,0,6.25
1805188,,,,,123,GK2019,17,26,43,89,0,13.438
1805189,,,,,123,GK2019,35,10,45,87,0,14.062
1805190,,,,,123,GK2019,8,26,34,98,0,10.625
1805191,,,,,123,GK2019,30,15,45,87,0,14.062
1805192,,,,,123,GK2019,11,9,20,110,0,6.25
1805193,,,,,123,GK2019,12,43,55,77,0,17.188
1805194,,,,,123,GK2019,0,10,10,117,0,3.125
1805195,,,,,123,GK2019,35,20,55,77,0,17.188
1805196,,,,,123,GK2019,10,20,30,102,0,9.375
1805197,,,,,123,GK2019,40,35,75,57,0,23.438
1805198,,,,,123,GK2019,-5,10,5,119,0,1.562
1805199,,,,,123,GK2019,40,35,75,57,0,23.438
1805200,,,,,123,GK2019,40,10,50,82,0,15.625
1805201,,,,,123,GK2019,10,10,20,110,0,6.25
1805202,,,,,123,GK2019,37,34,71,61,0,22.188
1805203,,,,,123,GK2019,70,45,115,23,0,35.938
1805204,,,,,123,GK2019,10,5,15,115,0,4.688
1805205,,,,,123,GK2019,65,50,115,23,0,35.938
1805206,,,,,123,GK2019,0,25,25,107,0,7.812
1805207,,,,,123,GK2019,15,15,30,102,0,9.375
1805208,,,,,123,GK2019,24,34,58,74,0,18.125
1805209,,,,,123,GK2019,55,50,105,29,0,32.812
1805211,,,,,123,GK2019,15,10,25,107,0,7.812
1805212,,,,,123,GK2019,11,33,44,88,0,13.75
1805213,,,,,123,GK2019,20,25,45,87,0,14.062
1805214,,,,,123,GK2019,30,40,70,62,0,21.875
1805215,,,,,123,GK2019,39,20,59,73,0,18.438
1805216,,,,,123,GK2019,64,74,138,12,0,43.125
1805217,,,,,123,GK2019,34,47,81,51,0,25.312
1805218,,,,,123,GK2019,26,43,69,63,0,21.562
1805219,,,,,123,GK2019,40,35,75,57,0,23.438
1805222,,,,,123,GK2019,13,28,41,91,0,12.812
1805223,,,,,123,GK2019,14,64,78,54,0,24.375
1805224,,,,,123,GK2019,33,25,58,74,0,18.125
1805225,,,,,123,GK2019,10,30,40,92,0,12.5
1805226,,,,,123,GK2019,13,25,38,94,0,11.875
1805227,,,,,123,GK2019,20,27,47,85,0,14.688
1805228,,,,,123,GK2019,30,29,59,73,0,18.438
1805229,,,,,123,GK2019,21,45,66,66,0,20.625
1805230,,,,,123,GK2019,22,46,68,64,0,21.25
1805231,,,,,123,GK2019,15,35,50,82,0,15.625
1805232,,,,,123,GK2019,8,-7,1,120,0,0.312
1805236,,,,,123,GK2019,40,31,71,61,0,22.188
1805237,,,,,123,GK2019,10,40,50,82,0,15.625
1805244,,,,,123,GK2019,20,25,45,87,0,14.062
1805245,,,,,123,GK2019,25,45,70,62,0,21.875
1805246,,,,,123,GK2019,54,43,97,36,0,30.312
1805247,,,,,123,GK2019,49,63,112,24,0,35
1805248,,,,,123,GK2019,-5,40,35,97,0,10.938
1805249,,,,,123,GK2019,11,30,41,91,0,12.812
1805250,,,,,123,GK2019,17,20,37,95,0,11.562
1805251,,,,,123,GK2019,5,45,50,82,0,15.625
1805252,,,,,123,GK2019,20,7,27,105,0,8.438
1805253,,,,,123,GK2019,41,35,76,56,0,23.75
1805254,,,,,123,GK2019,20,45,65,67,0,20.312
1805255,,,,,123,GK2019,50,0,50,82,0,15.625
1805256,,,,,123,GK2019,0,26,26,106,0,8.125
1805257,,,,,123,GK2019,5,-5,0,121,0,0
1805258,,,,,123,GK2019,15,15,30,102,0,9.375
